id,taskid,state,npcid,talk,rank
877,100000219,0,9020002,少了这些少炎氏的残党，这安澶城总算是安全无虞了。,1
878,100000219,0,-1,这也和学宫众人的努力分不开，邋遢师兄也一样幸苦了。,2
879,100000219,2,9020003,与少炎氏的争斗虽然结束，但少炎氏残党手中的密信，却透露出无间门想要再次进攻大夏的野心。,1
880,100000219,2,-1,九莲师姐？你之前说过你会调用东延氏的力量牵制少炎氏，莫非……,2
881,100000219,2,9020003,正如你所想，东延氏在别处拦截到少炎氏的传令兵，这情报也是由此而来。,3
882,100000220,0,9020003,恐怕少炎氏正是为了在无间门一边获得更好的地位，才铤而走险前来此处吧。,1
883,100000220,0,-1,虽不知晓这情报有几分可信，但确实不可轻视。九莲师姐，多谢你了。,2
884,100000220,2,9020005,从九莲处得来的情报么……还真是多劳她费心了。,1
885,100000221,0,9020005,无间门妄图再次来袭的消息，不论真假，必须禀报夏皇陛下才行。,1
886,100000221,0,-1,嗯，殿才师傅那边也是，必须要让大家有个警醒。,2
887,100000221,2,9020006,无间门……看来之前我们大夏取得的胜利仅仅只是个开始么。,1
888,100000221,2,-1,我与纪宁准备前往王都报告此事，黑白学宫就麻烦师傅了。,2
889,100000222,0,9030003,听说你们顺利解决了安澶城的危机，这次想必是来向陛下禀报的吧。,1
890,100000222,0,-1,正是，此事事关重大，待向陛下禀报后，再同郡主大人详述。,2
891,100000222,2,9030006,无间门将欲反扑的情报么，这倒是和我最近收到的线报相同啊。,1
892,100000222,2,-1,陛下也收到了相关的情报么？,2
893,100000222,2,9030006,不排除是无间门故意放出的风声，但就算是这样，也不可不防啊。,3
894,100000223,0,9030006,既然无法预料无间门的进攻会在何时，唯有强化我大夏的战力才是上上之策。,1
895,100000223,0,-1,的确如此……,2
896,100000223,0,9030006,我会传令进行防御战的准备，你们也要各自留心才是。,3
897,100000223,2,9030003,陛下传来了战备的动员令，想必是因为你们之前的情报。,1
898,100000223,2,-1,只能算一部分因素吧，毕竟陛下也有自己的考量。,2
899,100000224,0,9030003,你们接下来，想必还是返回安澶郡吧……大劫当前，各自保重。,1
900,100000224,2,9030004,怎么了，一脸惆怅。,1
901,100000224,2,-1,匆匆地来又匆匆地走，又要和这王都说再见啦。,2
902,100000225,0,9020006,为师察觉到自身的无力，为了应对即将到来的浩劫，为师决定闭关苦修。,1
903,100000225,0,-1,师傅放心，你闭关期间，我们必定会保证学宫安全无虞。,2
904,100000225,2,9020006,如此，为师就安心了。,1
905,100000226,0,9030004,那么，殿才师傅闭关的这段期间内，我们该如何打点学宫内的事务。,1
906,100000226,0,-1,大部分的事务其实都有掌教师叔掌管，我们只需看看有什么能做的即可。,2
907,100000226,2,9030001,我们能做的事情？哈，说到这里我倒想起来了，学宫不久后就要再度招收新弟子了。,1
908,100000227,0,-1,可招收新弟子这事，我们又能做什么……嗯？莫非是和邋遢师兄当年一样！,1
909,100000227,0,9030001,正如你所想，我们完全可以担任考官，试试那帮新人的实力。,2
910,100000227,2,9030005,想要帮忙进行新弟子的入门试炼？嗯，你们的确有这个资格。,1
911,100000227,2,-1,可以么？我们一定好好表现！,2
912,100000227,2,9030005,好说好说，等到了试炼进行的日子，你们别忘了过来就成。,3
913,100000228,0,9030001,想当初我们不过是拜入门下的新人，没想到现在也能担任考官了。,1
914,100000228,0,-1,说的是啊，时光荏苒，我们这就去找邋遢师兄看看。,2
915,100000228,2,9030005,又到了学宫招募新人的时候，不过，真没想到是你们几个和我一起担任考官。,1
916,100000228,2,-1,邋遢师兄经验老道，可得多关照下我们哦。,2
917,100000229,0,9030005,和你们曾经接受过的试炼一样，这次的新人也得参与战斗的考验。,1
918,100000229,0,-1,师兄，这里若是由我们来担任战斗的对手，是不是有点太苛刻了。,2
919,100000229,0,9030005,招募弟子正如浪里淘金，不苛刻点儿怎行？你就快去试试这次的新人吧。,3
920,100000229,2,9030005,如何？这么多参选者，可有那么几个入得了你的法眼？,1
921,100000229,2,-1,这……我一动手他们就全趴下了，实在看不出孰强孰弱啊。,2
922,100000230,0,9030005,万万没想到，你一出手就是全力……照你这样来，怕是没人能考入我黑白学宫。,1
923,100000230,0,-1,额……要不我再来一次？,2
924,100000230,0,9030005,别，千万别！再来一次那帮考生怕是没命出这扇门了。你呀，就一旁老实呆着去吧。,3
925,100000230,2,9030004,怎么说呢，人总是有擅长和不擅长的嘛，一次失败，算不上什么。,1
926,100000230,2,-1,呵，呵呵，看来我客串考官的生涯是到此终结了。,2
927,100000231,0,9020005,怎么？瞧你这一脸愁云惨淡，难道还没从过去的失败中回复回来？,1
928,100000231,0,-1,不，我已经明悟了，做人，最重要的就是开心。,2
929,100000231,2,-1,我决定散心，在这安澶城悠哉游资地度过一天！,1
930,100000232,0,9020001,所以，你就到我这儿来了？,1
931,100000232,0,-1,北山兄可是这安澶城的公子哥儿，想找好玩的去处，当然是问你啦。,2
932,100000232,0,9020001,这说的虽然不错，可……唉，算了，你就跟我来吧。,3
933,100000232,2,9020004,不不不，你们找好玩的地方，怎么找到我这儿来了。,1
934,100000232,2,9020001,这你就有所不知了，双木道友的傀儡之法，在这安澶城中可是堪称一绝啊！,2
935,100000232,2,-1,什，什么！？,3
936,100000233,0,9020004,尽情发泄可说是排解忧愁最好的办法，你就用我这儿的傀儡好好出口气吧。,1
937,100000233,2,9020004,虽然可怜我这变得七零八落的傀儡，不过你的心情应该多少变好了一些吧。,1
938,100000233,2,-1,的确，一通发泄后，感觉轻松了许多呢。这还真是多劳你们费心了。,2
939,100000234,0,9020001,之前我帮你排忧解愁，现在想要你帮个忙，应该不会拒绝吧？,1
940,100000234,2,-1,北山兄这是什么话，你是我至交好友，有什么事尽管说便是。,1
941,100000234,2,9020001,哈哈，就等你这句话了。,2
942,100000235,0,9020001,不瞒你说，近日来，来往安澶城的货运镖车频繁遇袭，真令人头大。,1
943,100000235,0,-1,北山兄是想让我驱逐盗匪？,2
944,100000235,0,9020001,若我安澶侯府兵卒不敌，到时还请不吝出手。,3
945,100000235,2,9020005,北山氏甲卫已于盗匪交战，不知结果如何。,1
946,100000236,0,9020001,惭愧啊，没想到这群盗匪强悍如期，竟让我北山氏甲卫铩羽而归。,1
947,100000236,0,-1,看来不是一般的匪类啊。,2
948,100000236,0,9020001,据回城的甲卫报告，这帮盗匪多是大罪孽者，血光冲天。看来，还是得你出手。,3
949,100000236,2,9020001,哎呀呀，又是运送镖车、又是歼灭盗匪，看来，我是又欠下你人情咯。,1
950,100000237,0,9020005,这些日子，我一直在思考夏皇陛下的话语。强化大夏的战力，究竟应该如何着手。,1
951,100000237,0,-1,个人的修行暂且不论，我们的确都没有什么集团战的经验呢。,2
952,100000237,0,9020005,嗯……能请你去问问北山百微的意见么，他有指挥北山氏军队的经验，也许可以参考。,3
953,100000237,2,9020001,强化战力，应对入侵么……如果你们不嫌弃我这贫瘠的经验，就让我来帮忙吧。,1
954,100000238,0,9020001,若是为了增强整体战力，依我之见，进行模拟战是种不错的做法。,1
955,100000238,0,-1,借模拟战熟悉战场氛围么，的确是个不错的主意。,2
956,100000238,0,9020001,此外，也能调和黑白学宫精英们与安澶城普通甲卫间的契合度，不如说这才是最重要的。,3
957,100000238,2,9020005,北山氏与黑白学宫联合军演么……北山兄果然有想法。,1
958,100000238,2,-1,既然决定要做了，我这就向学宫同门公布此事。,2
959,100000239,0,9020004,模拟战么？放心吧，既然是为了应对无间门，我等学宫弟子自当全力以赴。,1
960,100000239,2,9020003,大夏地域广大，势力众多。虽都是大夏的臣子，却鲜少像这样联合起来呢。,1
961,100000239,2,-1,记得九莲师姐的家中是那东延氏吧，不妨也一起……,2
962,100000239,2,9020003,我虽是下任族长的人选，但也还不能决定部族的决策。此次演习，还是局限在安澶郡为好。,3
963,100000240,0,9020005,经过一段时日的休整，学宫对演习的准备已经就绪。,1
964,100000240,0,-1,看来是时候同北山兄联系了。,2
965,100000240,2,9020001,准备好了么？北山氏这边也是跃跃欲试呢，毕竟对面可是精英辈出的黑白学宫。,1
966,100000240,2,-1,那就请北山兄多指教了。,2
967,100000241,0,9020001,之前虽未曾提起，但我北山氏有一支私军，他们征战异界，是我北山氏真正的精锐。,1
968,100000241,0,-1,莫非在这次的演习中，北山兄将他们也请来了？,2
969,100000241,0,9020001,不错，我北山氏玄军的厉害，今天就让你开开眼界。,3
970,100000241,2,9020001,果然厉害，不愧是黑白学宫的精英弟子，与我北山氏的玄军相比也不遑多让。,1
971,100000242,0,9020001,不过，让你这样的强者打头阵，是不是对北山氏一方有些不大公平？,1
972,100000242,0,-1,怎么，想要反悔不成？,2
973,100000242,0,9020001,那倒不至于，只是你已这般强大，不如同时担任两方的对手，岂不美哉？,3
974,100000242,2,9020005,看来北山兄又提出了一个有趣的想法呢，你意下如何？,1
975,100000242,2,-1,这不是很好么，同时与双方交战，方能真正模拟仙魔之战上的混乱场面。,2
976,100000243,0,9020001,前日演习中，你已与我北山氏玄军交战。今日，却是要面对黑白学宫的同门了。,1
977,100000243,0,-1,正好，就让我看看如今的黑白学宫有着多大的潜力。,2
978,100000243,2,9020004,学宫众人听说是由你担任演习对手，一个个摩拳擦掌，兴致勃勃啊。,1
979,100000243,2,-1,有斗志是再好不过，就让我会会他们。,2
980,100000244,0,9020007,参与演习的弟子已在论道殿内布阵临战，你可不要大意了。,1
981,100000244,0,-1,师姐放心，我去去就回。,2
982,100000244,2,9020007,这么多人布阵都胜不过你，真要让人对越级挑战失去信心了。,1
983,100000244,2,-1,了解到这个事实才是最重要的，实战中可没有再来一次的机会。,2
984,100000245,0,9020001,果然，不论是应对少量精英，还是硬撼大批军队，没有能难倒你的。,1
985,100000245,0,-1,我的实力并不重要，真正重要的，是安澶郡在这次演习中的成长。,2
986,100000245,2,9020001,的确，经过此次演习，我安澶郡修士团结得更加紧密，战力上也有明显的提升。,1
987,100000245,2,-1,团结一致，共御外敌，恐怕才是夏皇陛下希望我们领悟之事。,2
988,100000246,0,9020005,黑白学宫与北山氏的联合演习圆满结束，感觉心中也因此多了几分底气。,1
989,100000246,0,-1,对了，北山氏为庆祝演习结束，特地举办了庆典。北山兄正等我们过去呢。,2
990,100000246,2,9020001,大劫将至，安澶郡能有这种士气，着实令人欣慰。庆典之上，请千万不要客气。,1
991,100000246,2,-1,放心，跟谁客气都不会跟你客气，你就忙你的去吧。,2
992,100000247,0,9020005,北山兄虽说修为不如我们，可他也有自己的战斗。,1
993,100000247,0,-1,听闻北山氏也曾为无间门策反，最后是北山氏通合老祖出手清理门户，才终于了结此事。,2
994,100000247,0,9020005,是么，北山兄自始自终坚定地站在我们这边，也是不容易啊。,3
995,100000247,2,9020002,哎呀呀，真是热闹，又有肉吃，又有酒喝，安澶北山氏出手就是阔绰。,1
996,100000247,2,-1,邋遢师兄的脸上简直笑开了花，咦，怎么没看到木子朔。,2
997,100000248,0,9020004,通过这次演练，我再次体会到自己与你们的巨大差距。,1
998,100000248,2,-1,所以就一个人心灰意冷的跑这儿躲着了？,1
999,100000248,2,9020004,才不是，我是在研究新的傀儡了。到时候一定要让你们大吃一惊。,2
1000,100000249,0,9020003,安澶城修行者的冲天士气，我东延氏真是自叹弗如。,1
1001,100000249,0,-1,师姐若想唤醒东延氏的血性，不妨也尝试一下类似的方法。,2
1002,100000249,2,9020003,这的确值得考虑……,1
1003,100000250,0,9020003,我身为东延氏下任族长，自身实力若是不足，想必难以服众。,1
1004,100000250,0,-1,师姐若是信得过我，就让我来帮你想个好办法吧。,2
1005,100000250,2,9020001,想知道安澶郡邪修的巢穴所在？告诉你可以，但可别冲动啊。,1
1006,100000250,2,-1,多谢北山兄相助。,2
1007,100000251,0,9020003,通过与邪修交战增进实力么，你的想法也是够直接的。,1
1008,100000251,0,-1,若想提升实力，没有比实战更好的方法了。师姐，请！,2
1009,100000251,2,9020003,多亏你，我对自己的实力也有了自信。,1
1010,100000251,2,-1,若是东延氏能因此而有所改变，这点小事又算得了什么。,2
1011,100000252,0,9020004,哈哈，我的新傀儡终于完成了。这就让你瞧瞧它们的厉害！,1
1012,100000252,2,9020004,我的傀儡啊！怎，怎么还是这样不堪一击！,1
1013,100000253,0,9020004,不行，我一定要找到增强傀儡实力的方法。,1
1014,100000253,2,9020005,这段时日，双木师弟还真是为傀儡操碎了心。,1
1015,100000253,2,-1,希望他能找到什么好办法吧。,2
1016,100000254,0,9020005,双木师弟正在找你，大概是有了什么新想法。,1
1017,100000254,2,9020004,终于发现了强化的傀儡的好方法，这次你可一定要帮我！,1
1018,100000255,0,9020004,还记得当年前往巫江仙府时，少炎农手中的荒之心么。,1
1019,100000255,0,-1,记得倒是记得，可那玩意不是遗落在了天游山脉么？,2
1020,100000255,2,9020004,我们去捡回来不就是了，这荒之心可是傀儡动力不可多得的宝物啊！,1
1021,100000256,0,9020005,你们要再去天游山脉？我记得守护仙府的穷奇傀儡还有残留。,1
1022,100000256,2,9020004,那正好，穷奇傀儡的零件可不能浪费了。,1
1023,100000257,0,9020005,既然有你跟着双木师弟，我就不担心了。快去快回啊。,1
1024,100000257,2,9020004,好了，好了！有了穷奇傀儡的零件与荒之心，这次定能打造出完美的傀儡。,1
1025,100000258,0,9020005,菩提师尊传讯，似要我们前往方寸山一聚。,1
1026,100000258,0,-1,既是师尊的意思，那还等什么，立刻出发吧。,2
1027,100000258,2,-1,拜见师尊！,1
1028,100000258,2,-1,你们来得倒是挺快。,2
1029,100000259,0,9040002,这次传你们来，不为别的，实是为了纪宁那弟子。,1
1030,100000259,0,9040003,小雨？她怎么了？,2
1031,100000259,2,9040002,她如今的修行也暂时告一段落，自然该由纪宁这个师傅来检验一番。,1
1032,100000260,0,9040003,说是要检验青崖小雨的修行成果，不知你有什么好主意？,1
1033,100000260,2,-1,就以试炼的形式作为考核如何？,1
1034,100000260,2,9040003,就如我们曾接受的试炼一样么，这倒是个稳妥的办法。,2
1035,100000261,0,9040006,小雨从未懈怠修行，今日就请师傅检验。,1
1036,100000261,2,9040003,此次试炼，我为小雨准备了三组考验。希望你与她同行，进行监督。,1
1037,100000262,0,9040003,小雨虽有些实力，但毕竟修行尚浅，一切就靠你了。,1
1038,100000262,0,-1,哈哈，你放心就是。,2
1039,100000262,2,-1,三组考验的第一处，乃是山下的火翼卫，你准备好了么？,1
1040,100000262,2,9040006,对战火翼卫，我还是有些信心的。,2
1041,100000263,0,-1,我会将多余的火翼卫除去，你专心迎战即可。,1
1042,100000263,2,9040006,总算……击败了所有的火翼卫。,1
1043,100000263,2,-1,火翼卫虽然不强，但数量一多也颇为棘手，以后可得注意。,2
1044,100000264,0,-1,三组考验的第二处，乃是神仙宫前的傀儡之阵。,1
1045,100000264,0,9040006,我已经做好准备了！,2
1046,100000264,2,9040005,原来是小雨妹妹在此接受试炼，却不知结果如何。,1
1047,100000264,2,-1,神仙宫傀儡实力颇强，我虽清理了部分，但看来还是有些艰难。,2
1048,100000265,0,9040005,不对，快看呐！她似乎还有隐藏的底牌。,1
1049,100000265,2,9040005,一击之下，竟瞬间击败了那群傀儡，小雨妹妹何时有了这般实力。,1
1050,100000265,2,-1,这倒是出乎我的预料，接下来的第三关，就看她如何表现了。,2
1051,100000266,0,9040006,师叔，方才的试炼，我做得如何？,1
1052,100000266,2,-1,马马虎虎吧，接下来的最后一关，才是你真正的考验。,1
1053,100000267,0,9040006,终于轮到试炼的最后一关了！,1
1054,100000267,0,-1,很好，最后一个试炼，便是要击败三界宫前的傀儡。。,2
1055,100000267,2,9040004,小雨竟然要挑战三界宫傀儡，这可不是件简单的事啊。,1
1056,100000268,0,9040004,三界宫傀儡已经准备就绪，你们确定要战？,1
1057,100000268,0,9040006,师叔请看好，小雨一定会加油的！,2
1058,100000268,2,9040004,小雨虽是纪宁的大弟子，但要面对三界宫的傀儡，恐怕还是……,1
1059,100000268,2,-1,失败也是修行的一环，若她真的遇到危机，我自会出手。,2
1060,100000269,0,9040006,啊呀！这些傀儡，怎么这么强……,1
1061,100000269,0,9040004,不好，对于小雨来说，这果然有些勉强。,2
1062,100000269,0,-1,不得不出手了么……,3
1063,100000269,2,9040006,多谢师叔出手……那个，小雨的试炼，莫非是失败了？,1
1064,100000269,2,-1,试炼的结果，还需是你师傅决定。走吧，我们接下来便去找他。,2
1065,100000270,0,9040006,只差临门一脚，便能完美通过三大试炼……呜，小雨真是没用。,1
1066,100000270,0,-1,好啦，你就别自己在这胡思乱想了。等见到纪宁，一切便见分晓。,2
1067,100000270,2,9040006,弟子拜见师傅！,1
1068,100000270,2,9040003,嗯，你们来了。试炼的结果如何？,2
1069,100000271,0,-1,前两个试炼皆是顺利通过，第三个试炼嘛，果然还是差一口气。,1
1070,100000271,0,9040003,是么……和我预料的结果倒是相差不多。,2
1071,100000271,2,9040003,那么，小雨，从今日起你便可离开方寸山，自行前往下界历练了。,1
1072,100000271,2,9040006,唉？可是，师傅，我不是没有通过全部的试炼么。,2
1073,100000271,2,9040003,第三试炼本就是为了试试你的极限而已，你如今的修为已足够出山了。,3
1074,100000272,0,9040006,这段时间的试炼，多得师叔劳心了。,1
1075,100000272,0,-1,我可就你这么一个师侄，多点关心也是应该。,2
1076,100000272,2,-1,离开这方寸山，可有什么打算？,1
1077,100000272,2,9040006,我想先去看看儿时生活过的部落遗迹……然后，试着走遍这斜月大世界。,2
1078,100000273,0,9040002,看来，小雨的事情已经告一段落。,1
1079,100000273,0,9040003,小雨在方寸山的这段时间，也真是多得师尊照料了。,2
1080,100000273,2,9040002,既已无事，为师便不留你们了。去吧，三界仍需要你们的力量。,1
1081,100000274,0,9040007,嗯？许久不见，不知是什么风将你们刮回这方寸山？,1
1082,100000274,2,9040007,原来如此，此次小雨能够顺利出山，倒也是喜事一桩啊。,1
1083,100000274,2,-1,说起来，红雪天神这段时间一直滞留于方寸山，不知可有新的感悟。,2
1084,100000275,0,9040007,我在时空一道的感悟更深，这也是多亏了道祖指点。,1
1085,100000275,2,9040003,红雪天神若借时空一道增进实力，我等三界一方的战力便更为坚实。,1
1086,100000275,2,-1,一切顺利便好，我们也不能落后啊。,2
1087,100000276,0,9040001,听闻小雨近日便要离开方寸山，我这一件储物法宝便当做给她的礼物了。,1
1088,100000276,2,9040003,师兄所言极是，我也取了些护身法宝，准备临行时给她。,1
1089,100000276,2,-1,唉？等等，难道只有我没有准备礼物么？,2
1090,100000277,0,9040003,看来，你也想为小雨准备一份礼物？,1
1091,100000277,0,-1,她喊我一声师叔，我自然不能不给点表示……对了，我就为她取一株仙草。,2
1092,100000277,2,9040003,这不是门内的杂草么，你要把这个送出去？,1
1093,100000277,2,-1,山人自有妙计，此地仙气浓郁，杂草亦可炼成仙草。,2
1094,100000278,0,9040006,师傅、师叔要送我礼物？,1
1095,100000278,0,9040003,接好，这护身法宝以及储物法宝便是我与你姜君师叔这赠给你的。,2
1096,100000278,0,-1,还有这株由杂草炼成的七彩玲珑草，便是我赠与你的礼物。,3
1097,100000278,2,9040006,杂草？不，没什么！多谢师傅师叔，这些宝贝，我一定会好好珍惜的。,1
1098,100000279,0,9040003,白叔的修行似乎遭遇了瓶颈，不知有什么方法可以帮他。,1
1099,100000279,0,-1,着急也不是办法，先去看看再说。,2
1100,100000279,2,9040004,不过是一些阵法未能参透，想不到你们竟如此挂心。,1
1101,100000279,2,-1,白叔的事便是我们的事，若有什么需要，我俩定为您取来。,2
1102,100000280,0,9040004,参透阵法时，最好需多种同类阵法对比参照，方能进展快速。,1
1103,100000280,0,-1,既然是这样，我们就去找姜君师兄要些新的阵法图卷吧。,2
1104,100000280,2,9040001,想要阵法图卷？给你们看看倒是无妨，呐，可别忘了还我啊。,1
1105,100000281,0,9040004,这莫非是洪荒阵图！哈哈，原来如此，有了这个，我可算明白了。,1
1106,100000281,2,9040004,多亏你们相助，我在阵法一道上又有精进。,1
1107,100000281,2,-1,白叔言重了，您是我们的长辈。帮点小忙，也是分内之事。,2
1108,100000282,0,9040005,近来，我对乾坤大道的认知更为深刻，似乎马上就能达到大道域境！,1
1109,100000282,0,-1,那还真是要恭喜青青了。,2
1110,100000282,2,9040005,光恭喜可还不够，我要想顺利突破，你的帮助可不能少。,1
1111,100000282,2,-1,我？青青，你想要我做什么？,2
1112,100000283,0,9040003,什么？青青想要师尊对她点拨一二？这恐怕……,1
1113,100000283,0,-1,师尊虽在道之感悟上有其独到之处，可青青毕竟不是正式弟子。,2
1114,100000283,0,9040003,红雪天神得到过师尊关于时空之道的指导，找他，也不失为一种选择。,3
1115,100000283,2,9040007,让我来指导空青蛇？这倒是无妨，毕竟时空之道与乾坤大道也有相似之处。,1
1116,100000284,0,9040005,由红雪天神来指导我么？嗯……勉勉强强吧！,1
1117,100000284,0,-1,你还挺挑剔。,2
1118,100000284,0,9040005,嘿嘿，等着吧，过不了多久，我就能突破给你们看。,3
1119,100000284,2,9040003,青青看上去很高兴，事情似乎都在向好的方面发展。,1
1120,100000284,2,-1,希望如此，希望如此啊。,2
1121,100000285,0,9040003,怎么回事，这股不安的气息！,1
1122,100000285,0,-1,师尊唤我等前去……看来是出大事了！,2
1123,100000285,2,9040002,无间门蛰伏许久，终于在今日暴露了再次进攻的动向。,1
1124,100000286,0,9040002,第二次战争，无间门定会准备得更加充分。你等千万不可大意。,1
1125,100000286,2,9040003,师尊一梦知三界，方能先知先觉。我们 需先行返回王都，报告情报。,1
1126,100000287,0,9040003,我们不在之时，暂请红雪天神前往无间战场，观察无间门动向。,1
1127,100000287,2,9040007,是么，无间门终于再次攻来了。好！监视战场一事就交给我吧！,1
1128,100000288,0,9030003,你俩面色怎么这么凝重，发生什么事了？,1
1129,100000288,2,-1,菩提道祖探查得知，无间门将于近日发起第二次进攻。,1
1130,100000288,2,9030003,什么？！,2
1131,100000289,0,9030003,此事事关重大，还请立刻禀报夏皇陛下。,1
1132,100000289,2,9030006,无间门准备许久，终究是不肯放过我大夏啊。,1
1133,100000290,0,9030006,通令大夏全军，战争……要来了！,1
1134,100000290,2,9030004,第二次无间之战……不知这次，又有多少仙魔能够存活。,1
1135,100000291,0,9030006,多得你传来情报，我们才能在开战前获得一段宝贵的时间。,1
1136,100000291,2,-1,这段时间，应该有效整合手中战力，做好合力抗敌的准备。,1
1137,100000291,2,9030006,说得好，那么安澶郡一地的传信便交给你了。,2
1138,100000292,0,9030004,你要前往安澶郡传信？,1
1139,100000292,0,-1,是啊，不论如何，希望家乡众人能够做好准备吧。,2
1140,100000292,2,9030003,原来你在这儿，安澶城的木子朔可是在找你们呢。,1
1141,100000292,2,-1,双木师弟？他为何在这个时候来到王都？！,2
1142,100000293,0,9030001,可算是找到你了！你们不在的这段时间，无间门，袭击安澶郡了！,1
1143,100000293,0,-1,你说什么！,2
1144,100000293,2,9030001,别管这么多，先和我回安澶城吧！,1
1145,100000294,0,9020004,不久前，无间门控制的邪修出现在安澶郡内，数量不多，实力却极强。,1
1146,100000294,0,-1,我记得殿才师傅尚在闭关，现在是谁在与敌方首领交战？,2
1147,100000294,0,9020004,是，据说是北山氏的一位天仙老祖，人称通合剑仙的便是……,3
1148,100000294,2,-1,北山兄，多亏通合前辈出手……不知目前局势如何？,1
1149,100000294,2,9020001,战况并不乐观，不过有你在，我就安心。,2
1150,100000295,0,-1,北山兄可有了解纪氏领地的情况？,1
1151,100000295,0,9020001,纪氏领地有纪宁布下的强力禁制，一时无碍。,2
1152,100000295,0,-1,既然如此，专心清理此地的邪修即可！,3
1153,100000295,2,9020001,邪修败退，我安澶城的危机总算渡过了。,1
1154,100000295,2,-1,渡过了么……恐怕，还没完呢。,2
1155,100000296,0,9020009,小贼，没想到吧！没想到我玄机居然还活在这世上吧！,1
1156,100000296,0,-1,的确是没想到，你分明已死在了前次战争中。,2
1157,100000296,0,9020009,肉身虽朽，灵魂不灭！用上这具乌霄上仙打造的傀儡之体，我仍能战！,3
1158,100000296,2,9020009,哈哈哈哈哈，还不够，还不够！小贼，接着战呀！,1
1159,100000296,2,-1,这玄机手下的杂兵层出不穷，不可力敌，只能暂时撤回城内。,2
1160,100000297,0,9020001,想不到本应死去的玄机老祖竟在这里出现。,1
1161,100000297,0,-1,若我方能够再多上一名天仙……嗯？这震动是！,2
1162,100000297,0,9020001,是黑白学宫方向，快去看看！,3
1163,100000297,2,-1,双木师弟！这是……渡天劫引起的天地异象！,1
1164,100000297,2,9020004,是殿才仙人，是他在渡天劫！,2
1165,100000298,0,9020004,殿才仙人会在这时渡天劫，真不知是好事还是坏事。,1
1166,100000298,0,-1,敌人似乎控制学宫内的傀儡！关键时刻了，不能让敌人靠近这里。,2
1167,100000298,2,9020004,挡下了！六九雷劫已落，待殿才仙人渡劫成功，我黑白学宫便又多一位天仙！,1
1168,100000299,0,-1,恭贺师傅成就天仙之体！,1
1169,100000299,0,9020006,你们都在这儿等我？咦，城内如此之乱，发生什么事了？,2
1170,100000299,2,9020006,想不到无间门竟会直接攻入安澶城……就让为师来会会他们！,1
1171,100000300,0,9020004,有殿才仙人出手，此次战斗应该再无悬念，,1
1172,100000300,0,-1,我也不能落于师傅之后，就让我来终结这场无间门的进攻吧！,2
1173,100000300,2,9020009,这黑白学宫怎么多出一名天仙，该死！,1
1174,100000300,2,-1,放弃吧，玄机天仙，这一次，你又输了。,2
1175,100000301,0,9020009,等着吧，无间门的大军即将到来，大夏已是强弩之末！,1
1176,100000301,0,-1,败者的狂吠不值一听，玄机天仙，你还是先担心担心你自己吧。,2
1177,100000301,2,9020001,无间门终于败退，这次针对安澶郡的突袭还真是出乎意料。,1
1178,100000301,2,-1,这恐怕是针对我与纪宁的计策，却不知目的为何。,2
1179,100000302,0,9020006,虽已突破成为天仙，但为师离真正的强大却还差得远。,1
1180,100000302,2,-1,想太多也是无用，大劫之下，师傅能够守护安澶一地也已足够。,1
1181,100000303,0,9030003,想不到无间门竟会突袭安澶郡……,1
1182,100000303,0,-1,看来，在注重正面战场的同时，也不能对下方的郡城放松警惕。,2
1183,100000303,2,9030004,此次安澶城遇袭，好在是平安无事。,1
1184,100000303,2,-1,不光无事，殿才师傅还成功突破天仙，这可是值得庆贺的事。,2
1185,100000304,0,9030004,这一次虽然是个好结果，但我们并不能保证次次如此。,1
1186,100000304,0,-1,你说的没错，唯有彻底击溃无间门，才能斩除隐患，还大夏太平。,2
1187,100000304,2,9030006,安澶城之事，朕已知悉，多得你等奋战，方能保住安澶郡这一方太平。,1
1188,100000305,0,9030006,你说什么？玄机天仙竟然未死！,1
1189,100000305,0,-1,不错，玄机天仙以其魂凭依于傀儡之体，重现世间。,2
1190,100000305,2,9030006,虽知晓无间门一方有一位善制傀儡的天仙，却不想还有这般借尸还魂之法。,1
1191,100000305,2,-1,此人修为不高，手段却是极多，陛下不可不防啊。,2
1192,100000306,0,9030006,我试着调查了乌霄的情报，却发现大多记录仅止于表面。,1
1193,100000306,0,-1,越发觉得此人扑朔迷离，他究竟是何方神圣？,2
1194,100000306,2,9030006,知己知彼方能百战不殆，希望你能在战前尽量收集有关乌霄的情报。,1
1195,100000306,2,-1,陛下之令，我自当竭尽全力。,2
1196,100000307,0,9030004,乌霄善制傀儡，且与那百墓山紫草关系亲密……我们知道的仅止于此。,1
1197,100000307,0,-1,听闻余薇师姐对于三界秘辛知晓甚多，不如去问问她。,2
1198,100000307,2,9030008,乌霄仙人么，就算是前世的记忆中，我对此人其实也毫无印象。,1
1199,100000307,2,-1,是么，多劳师姐费心了。,2
1200,100000308,0,9030012,小友四处询问打听，可是有什么疑问之事？,1
1201,100000308,0,-1,无间门反攻在即，我正在调查敌方一位名为乌霄的天仙。,2
1202,100000308,0,9030012,你说的乌霄，莫不是那个擅炼傀儡的法宝之灵？,3
1203,100000308,2,-1,什，什么！吕祖竟然知道乌霄的真身？,1
1204,100000308,2,9030012,瞧把你惊讶的，这就是你想要的情报么？,2
1205,100000308,2,-1,多谢吕祖，我这就去禀告夏皇！,3
