id,object_name,object_icon,color,object_type,object_rank,profession,stacklimit,usedlevel,sellid,sellgold,auction,use_type,result,describe,buynumber,price,time,usenumber
144155200,十阶天罡腰带,143155120,3,14,155,1,1,11100,215514001,327680,1401,6,-1,人物装备,0,0,0,1
144155220,二阶寒冥腰带,143155220,3,14,155,2,1,20,215514001,160,1402,6,-1,人物装备,0,0,0,1
144155230,三阶寒冥腰带,143155220,3,14,155,2,1,30,215514001,640,1402,6,-1,人物装备,0,0,0,1
144155240,四阶寒冥腰带,143155220,3,14,155,2,1,40,215514001,2560,1402,6,-1,人物装备,0,0,0,1
144155250,五阶寒冥腰带,143155220,3,14,155,2,1,1050,215514001,10240,1402,6,-1,人物装备,0,0,0,1
144155260,六阶寒冥腰带,143155220,3,14,155,2,1,3060,215514001,20480,1402,6,-1,人物装备,0,0,0,1
144155270,七阶寒冥腰带,143155220,3,14,155,2,1,5070,215514001,40960,1402,6,-1,人物装备,0,0,0,1
144155280,八阶寒冥腰带,143155220,3,14,155,2,1,7080,215514001,81920,1402,6,-1,人物装备,0,0,0,1
144155290,九阶寒冥腰带,143155220,3,14,155,2,1,9090,215514001,163840,1402,6,-1,人物装备,0,0,0,1
144155300,十阶寒冥腰带,143155220,3,14,155,2,1,11100,215514001,327680,1402,6,-1,人物装备,0,0,0,1
144155320,二阶混元腰带,143155320,3,14,155,3,1,20,215514001,160,1403,6,-1,人物装备,0,0,0,1
144155330,三阶混元腰带,143155320,3,14,155,3,1,30,215514001,640,1403,6,-1,人物装备,0,0,0,1
144155340,四阶混元腰带,143155320,3,14,155,3,1,40,215514001,2560,1403,6,-1,人物装备,0,0,0,1
144155350,五阶混元腰带,143155320,3,14,155,3,1,1050,215514001,10240,1403,6,-1,人物装备,0,0,0,1
144155360,六阶混元腰带,143155320,3,14,155,3,1,3060,215514001,20480,1403,6,-1,人物装备,0,0,0,1
144155370,七阶混元腰带,143155320,3,14,155,3,1,5070,215514001,40960,1403,6,-1,人物装备,0,0,0,1
144155380,八阶混元腰带,143155320,3,14,155,3,1,7080,215514001,81920,1403,6,-1,人物装备,0,0,0,1
144155390,九阶混元腰带,143155320,3,14,155,3,1,9090,215514001,163840,1403,6,-1,人物装备,0,0,0,1
144155400,十阶混元腰带,143155320,3,14,155,3,1,11100,215514001,327680,1403,6,-1,人物装备,0,0,0,1
144155410,十一阶天罡腰带,143155120,3,14,155,1,1,13110,215514001,327680,1401,6,-1,人物装备,0,0,0,1
144155420,十二阶天罡腰带,143155120,3,14,155,1,1,15120,215514001,327680,1401,6,-1,人物装备,0,0,0,1
144155510,十一阶寒冥腰带,143155220,3,14,155,2,1,13110,215514001,327680,1402,6,-1,人物装备,0,0,0,1
144155520,十二阶寒冥腰带,143155220,3,14,155,2,1,15120,215514001,327680,1402,6,-1,人物装备,0,0,0,1
144155610,十一阶混元腰带,143155320,3,14,155,3,1,13110,215514001,327680,1403,6,-1,人物装备,0,0,0,1
144155620,十二阶混元腰带,143155320,3,14,155,3,1,15120,215514001,327680,1403,6,-1,人物装备,0,0,0,1
144156120,二阶天罡战靴,143156120,3,14,156,1,1,20,215514001,134,1501,6,-1,人物装备,0,0,0,1
144156130,三阶天罡战靴,143156120,3,14,156,1,1,30,215514001,536,1501,6,-1,人物装备,0,0,0,1
144156140,四阶天罡战靴,143156120,3,14,156,1,1,40,215514001,2144,1501,6,-1,人物装备,0,0,0,1
144156150,五阶天罡战靴,143156120,3,14,156,1,1,1050,215514001,8576,1501,6,-1,人物装备,0,0,0,1
144156160,六阶天罡战靴,143156120,3,14,156,1,1,3060,215514001,17152,1501,6,-1,人物装备,0,0,0,1
144156170,七阶天罡战靴,143156120,3,14,156,1,1,5070,215514001,34304,1501,6,-1,人物装备,0,0,0,1
144156180,八阶天罡战靴,143156120,3,14,156,1,1,7080,215514001,68608,1501,6,-1,人物装备,0,0,0,1
144156190,九阶天罡战靴,143156120,3,14,156,1,1,9090,215514001,137216,1501,6,-1,人物装备,0,0,0,1
144156200,十阶天罡战靴,143156120,3,14,156,1,1,11100,215514001,274432,1501,6,-1,人物装备,0,0,0,1
144156220,二阶寒冥战靴,143156220,3,14,156,2,1,20,215514001,134,1502,6,-1,人物装备,0,0,0,1
144156230,三阶寒冥战靴,143156220,3,14,156,2,1,30,215514001,536,1502,6,-1,人物装备,0,0,0,1
144156240,四阶寒冥战靴,143156220,3,14,156,2,1,40,215514001,2144,1502,6,-1,人物装备,0,0,0,1
144156250,五阶寒冥战靴,143156220,3,14,156,2,1,1050,215514001,8576,1502,6,-1,人物装备,0,0,0,1
144156260,六阶寒冥战靴,143156220,3,14,156,2,1,3060,215514001,17152,1502,6,-1,人物装备,0,0,0,1
144156270,七阶寒冥战靴,143156220,3,14,156,2,1,5070,215514001,34304,1502,6,-1,人物装备,0,0,0,1
144156280,八阶寒冥战靴,143156220,3,14,156,2,1,7080,215514001,68608,1502,6,-1,人物装备,0,0,0,1
144156290,九阶寒冥战靴,143156220,3,14,156,2,1,9090,215514001,137216,1502,6,-1,人物装备,0,0,0,1
144156300,十阶寒冥战靴,143156220,3,14,156,2,1,11100,215514001,274432,1502,6,-1,人物装备,0,0,0,1
144156320,二阶混元战靴,143156320,3,14,156,3,1,20,215514001,134,1503,6,-1,人物装备,0,0,0,1
144156330,三阶混元战靴,143156320,3,14,156,3,1,30,215514001,536,1503,6,-1,人物装备,0,0,0,1
144156340,四阶混元战靴,143156320,3,14,156,3,1,40,215514001,2144,1503,6,-1,人物装备,0,0,0,1
144156350,五阶混元战靴,143156320,3,14,156,3,1,1050,215514001,8576,1503,6,-1,人物装备,0,0,0,1
144156360,六阶混元战靴,143156320,3,14,156,3,1,3060,215514001,17152,1503,6,-1,人物装备,0,0,0,1
144156370,七阶混元战靴,143156320,3,14,156,3,1,5070,215514001,34304,1503,6,-1,人物装备,0,0,0,1
144156380,八阶混元战靴,143156320,3,14,156,3,1,7080,215514001,68608,1503,6,-1,人物装备,0,0,0,1
144156390,九阶混元战靴,143156320,3,14,156,3,1,9090,215514001,137216,1503,6,-1,人物装备,0,0,0,1
144156400,十阶混元战靴,143156320,3,14,156,3,1,11100,215514001,274432,1503,6,-1,人物装备,0,0,0,1
144156410,十一阶天罡战靴,143156120,3,14,156,1,1,13110,215514001,274432,1501,6,-1,人物装备,0,0,0,1
144156420,十二阶天罡战靴,143156120,3,14,156,1,1,15120,215514001,274432,1501,6,-1,人物装备,0,0,0,1
144156510,十一阶寒冥战靴,143156220,3,14,156,2,1,13110,215514001,274432,1502,6,-1,人物装备,0,0,0,1
144156520,十二阶寒冥战靴,143156220,3,14,156,2,1,15120,215514001,274432,1502,6,-1,人物装备,0,0,0,1
144156610,十一阶混元战靴,143156320,3,14,156,3,1,13110,215514001,274432,1503,6,-1,人物装备,0,0,0,1
144156620,十二阶混元战靴,143156320,3,14,156,3,1,15120,215514001,274432,1503,6,-1,人物装备,0,0,0,1
144157120,二阶天罡头盔,143157120,3,14,157,1,1,20,215514001,160,1601,6,-1,人物装备,0,0,0,1
144157130,三阶天罡头盔,143157120,3,14,157,1,1,30,215514001,640,1601,6,-1,人物装备,0,0,0,1
144157140,四阶天罡头盔,143157120,3,14,157,1,1,40,215514001,2560,1601,6,-1,人物装备,0,0,0,1
144157150,五阶天罡头盔,143157120,3,14,157,1,1,1050,215514001,10240,1601,6,-1,人物装备,0,0,0,1
144157160,六阶天罡头盔,143157120,3,14,157,1,1,3060,215514001,20480,1601,6,-1,人物装备,0,0,0,1
144157170,七阶天罡头盔,143157120,3,14,157,1,1,5070,215514001,40960,1601,6,-1,人物装备,0,0,0,1
144157180,八阶天罡头盔,143157120,3,14,157,1,1,7080,215514001,81920,1601,6,-1,人物装备,0,0,0,1
144157190,九阶天罡头盔,143157120,3,14,157,1,1,9090,215514001,163840,1601,6,-1,人物装备,0,0,0,1
144157200,十阶天罡头盔,143157120,3,14,157,1,1,11100,215514001,327680,1601,6,-1,人物装备,0,0,0,1
144157220,二阶寒冥头盔,143157220,3,14,157,2,1,20,215514001,160,1602,6,-1,人物装备,0,0,0,1
144157230,三阶寒冥头盔,143157220,3,14,157,2,1,30,215514001,640,1602,6,-1,人物装备,0,0,0,1
144157240,四阶寒冥头盔,143157220,3,14,157,2,1,40,215514001,2560,1602,6,-1,人物装备,0,0,0,1
144157250,五阶寒冥头盔,143157220,3,14,157,2,1,1050,215514001,10240,1602,6,-1,人物装备,0,0,0,1
144157260,六阶寒冥头盔,143157220,3,14,157,2,1,3060,215514001,20480,1602,6,-1,人物装备,0,0,0,1
144157270,七阶寒冥头盔,143157220,3,14,157,2,1,5070,215514001,40960,1602,6,-1,人物装备,0,0,0,1
144157280,八阶寒冥头盔,143157220,3,14,157,2,1,7080,215514001,81920,1602,6,-1,人物装备,0,0,0,1
144157290,九阶寒冥头盔,143157220,3,14,157,2,1,9090,215514001,163840,1602,6,-1,人物装备,0,0,0,1
144157300,十阶寒冥头盔,143157220,3,14,157,2,1,11100,215514001,327680,1602,6,-1,人物装备,0,0,0,1
144157320,二阶混元头盔,143157320,3,14,157,3,1,20,215514001,160,1603,6,-1,人物装备,0,0,0,1
144157330,三阶混元头盔,143157320,3,14,157,3,1,30,215514001,640,1603,6,-1,人物装备,0,0,0,1
144157340,四阶混元头盔,143157320,3,14,157,3,1,40,215514001,2560,1603,6,-1,人物装备,0,0,0,1
144157350,五阶混元头盔,143157320,3,14,157,3,1,1050,215514001,10240,1603,6,-1,人物装备,0,0,0,1
144157360,六阶混元头盔,143157320,3,14,157,3,1,3060,215514001,20480,1603,6,-1,人物装备,0,0,0,1
144157370,七阶混元头盔,143157320,3,14,157,3,1,5070,215514001,40960,1603,6,-1,人物装备,0,0,0,1
144157380,八阶混元头盔,143157320,3,14,157,3,1,7080,215514001,81920,1603,6,-1,人物装备,0,0,0,1
144157390,九阶混元头盔,143157320,3,14,157,3,1,9090,215514001,163840,1603,6,-1,人物装备,0,0,0,1
144157400,十阶混元头盔,143157320,3,14,157,3,1,11100,215514001,327680,1603,6,-1,人物装备,0,0,0,1
144157410,十一阶天罡头盔,143157120,3,14,157,1,1,13110,215514001,327680,1601,6,-1,人物装备,0,0,0,1
144157420,十二阶天罡头盔,143157120,3,14,157,1,1,15120,215514001,327680,1601,6,-1,人物装备,0,0,0,1
144157510,十一阶寒冥头盔,143157220,3,14,157,2,1,13110,215514001,327680,1602,6,-1,人物装备,0,0,0,1
144157520,十二阶寒冥头盔,143157220,3,14,157,2,1,15120,215514001,327680,1602,6,-1,人物装备,0,0,0,1
144157610,十一阶混元头盔,143157320,3,14,157,3,1,13110,215514001,327680,1603,6,-1,人物装备,0,0,0,1
144157620,十二阶混元头盔,143157320,3,14,157,3,1,15120,215514001,327680,1603,6,-1,人物装备,0,0,0,1
144158120,二阶天罡项链,143158120,3,14,158,1,1,20,215514001,186,1701,6,-1,人物装备,0,0,0,1
144158130,三阶天罡项链,143158120,3,14,158,1,1,30,215514001,744,1701,6,-1,人物装备,0,0,0,1
144158140,四阶天罡项链,143158120,3,14,158,1,1,40,215514001,2976,1701,6,-1,人物装备,0,0,0,1
144158150,五阶天罡项链,143158120,3,14,158,1,1,1050,215514001,11904,1701,6,-1,人物装备,0,0,0,1
144158160,六阶天罡项链,143158120,3,14,158,1,1,3060,215514001,23808,1701,6,-1,人物装备,0,0,0,1
144158170,七阶天罡项链,143158120,3,14,158,1,1,5070,215514001,47616,1701,6,-1,人物装备,0,0,0,1
144158180,八阶天罡项链,143158120,3,14,158,1,1,7080,215514001,95232,1701,6,-1,人物装备,0,0,0,1
144158190,九阶天罡项链,143158120,3,14,158,1,1,9090,215514001,190464,1701,6,-1,人物装备,0,0,0,1
144158200,十阶天罡项链,143158120,3,14,158,1,1,11100,215514001,380928,1701,6,-1,人物装备,0,0,0,1
144158220,二阶寒冥项链,143158220,3,14,158,2,1,20,215514001,186,1702,6,-1,人物装备,0,0,0,1
144158230,三阶寒冥项链,143158220,3,14,158,2,1,30,215514001,744,1702,6,-1,人物装备,0,0,0,1
144158240,四阶寒冥项链,143158220,3,14,158,2,1,40,215514001,2976,1702,6,-1,人物装备,0,0,0,1
144158250,五阶寒冥项链,143158220,3,14,158,2,1,1050,215514001,11904,1702,6,-1,人物装备,0,0,0,1
144158260,六阶寒冥项链,143158220,3,14,158,2,1,3060,215514001,23808,1702,6,-1,人物装备,0,0,0,1
144158270,七阶寒冥项链,143158220,3,14,158,2,1,5070,215514001,47616,1702,6,-1,人物装备,0,0,0,1
144158280,八阶寒冥项链,143158220,3,14,158,2,1,7080,215514001,95232,1702,6,-1,人物装备,0,0,0,1
144158290,九阶寒冥项链,143158220,3,14,158,2,1,9090,215514001,190464,1702,6,-1,人物装备,0,0,0,1
144158300,十阶寒冥项链,143158220,3,14,158,2,1,11100,215514001,380928,1702,6,-1,人物装备,0,0,0,1
144158320,二阶混元项链,143158320,3,14,158,3,1,20,215514001,186,1703,6,-1,人物装备,0,0,0,1
144158330,三阶混元项链,143158320,3,14,158,3,1,30,215514001,744,1703,6,-1,人物装备,0,0,0,1
144158340,四阶混元项链,143158320,3,14,158,3,1,40,215514001,2976,1703,6,-1,人物装备,0,0,0,1
144158350,五阶混元项链,143158320,3,14,158,3,1,1050,215514001,11904,1703,6,-1,人物装备,0,0,0,1
144158360,六阶混元项链,143158320,3,14,158,3,1,3060,215514001,23808,1703,6,-1,人物装备,0,0,0,1
144158370,七阶混元项链,143158320,3,14,158,3,1,5070,215514001,47616,1703,6,-1,人物装备,0,0,0,1
144158380,八阶混元项链,143158320,3,14,158,3,1,7080,215514001,95232,1703,6,-1,人物装备,0,0,0,1
144158390,九阶混元项链,143158320,3,14,158,3,1,9090,215514001,190464,1703,6,-1,人物装备,0,0,0,1
144158400,十阶混元项链,143158320,3,14,158,3,1,11100,215514001,380928,1703,6,-1,人物装备,0,0,0,1
144158410,十一阶天罡项链,143158120,3,14,158,1,1,13110,215514001,380928,1701,6,-1,人物装备,0,0,0,1
144158420,十二阶天罡项链,143158120,3,14,158,1,1,15120,215514001,380928,1701,6,-1,人物装备,0,0,0,1
144158510,十一阶寒冥项链,143158220,3,14,158,2,1,13110,215514001,380928,1702,6,-1,人物装备,0,0,0,1
144158520,十二阶寒冥项链,143158220,3,14,158,2,1,15120,215514001,380928,1702,6,-1,人物装备,0,0,0,1
144158610,十一阶混元项链,143158320,3,14,158,3,1,13110,215514001,380928,1703,6,-1,人物装备,0,0,0,1
144158620,十二阶混元项链,143158320,3,14,158,3,1,15120,215514001,380928,1703,6,-1,人物装备,0,0,0,1
144159120,二阶天罡护符,143159120,3,14,159,1,1,20,215514001,160,1801,6,-1,人物装备,0,0,0,1
144159130,三阶天罡护符,143159120,3,14,159,1,1,30,215514001,640,1801,6,-1,人物装备,0,0,0,1
144159140,四阶天罡护符,143159120,3,14,159,1,1,40,215514001,2560,1801,6,-1,人物装备,0,0,0,1
144159150,五阶天罡护符,143159120,3,14,159,1,1,1050,215514001,10240,1801,6,-1,人物装备,0,0,0,1
144159160,六阶天罡护符,143159120,3,14,159,1,1,3060,215514001,20480,1801,6,-1,人物装备,0,0,0,1
144159170,七阶天罡护符,143159120,3,14,159,1,1,5070,215514001,40960,1801,6,-1,人物装备,0,0,0,1
144159180,八阶天罡护符,143159120,3,14,159,1,1,7080,215514001,81920,1801,6,-1,人物装备,0,0,0,1
144159190,九阶天罡护符,143159120,3,14,159,1,1,9090,215514001,163840,1801,6,-1,人物装备,0,0,0,1
144159200,十阶天罡护符,143159120,3,14,159,1,1,11100,215514001,327680,1801,6,-1,人物装备,0,0,0,1
144159220,二阶寒冥护符,143159220,3,14,159,2,1,20,215514001,160,1802,6,-1,人物装备,0,0,0,1
144159230,三阶寒冥护符,143159220,3,14,159,2,1,30,215514001,640,1802,6,-1,人物装备,0,0,0,1
144159240,四阶寒冥护符,143159220,3,14,159,2,1,40,215514001,2560,1802,6,-1,人物装备,0,0,0,1
144159250,五阶寒冥护符,143159220,3,14,159,2,1,1050,215514001,10240,1802,6,-1,人物装备,0,0,0,1
144159260,六阶寒冥护符,143159220,3,14,159,2,1,3060,215514001,20480,1802,6,-1,人物装备,0,0,0,1
144159270,七阶寒冥护符,143159220,3,14,159,2,1,5070,215514001,40960,1802,6,-1,人物装备,0,0,0,1
144159280,八阶寒冥护符,143159220,3,14,159,2,1,7080,215514001,81920,1802,6,-1,人物装备,0,0,0,1
144159290,九阶寒冥护符,143159220,3,14,159,2,1,9090,215514001,163840,1802,6,-1,人物装备,0,0,0,1
144159300,十阶寒冥护符,143159220,3,14,159,2,1,11100,215514001,327680,1802,6,-1,人物装备,0,0,0,1
144159320,二阶混元护符,143159320,3,14,159,3,1,20,215514001,160,1803,6,-1,人物装备,0,0,0,1
144159330,三阶混元护符,143159320,3,14,159,3,1,30,215514001,640,1803,6,-1,人物装备,0,0,0,1
144159340,四阶混元护符,143159320,3,14,159,3,1,40,215514001,2560,1803,6,-1,人物装备,0,0,0,1
144159350,五阶混元护符,143159320,3,14,159,3,1,1050,215514001,10240,1803,6,-1,人物装备,0,0,0,1
144159360,六阶混元护符,143159320,3,14,159,3,1,3060,215514001,20480,1803,6,-1,人物装备,0,0,0,1
144159370,七阶混元护符,143159320,3,14,159,3,1,5070,215514001,40960,1803,6,-1,人物装备,0,0,0,1
144159380,八阶混元护符,143159320,3,14,159,3,1,7080,215514001,81920,1803,6,-1,人物装备,0,0,0,1
144159390,九阶混元护符,143159320,3,14,159,3,1,9090,215514001,163840,1803,6,-1,人物装备,0,0,0,1
144159400,十阶混元护符,143159320,3,14,159,3,1,11100,215514001,327680,1803,6,-1,人物装备,0,0,0,1
144159410,十一阶天罡护符,143159120,3,14,159,1,1,13110,215514001,327680,1801,6,-1,人物装备,0,0,0,1
144159420,十二阶天罡护符,143159120,3,14,159,1,1,15120,215514001,327680,1801,6,-1,人物装备,0,0,0,1
144159510,十一阶寒冥护符,143159220,3,14,159,2,1,13110,215514001,327680,1802,6,-1,人物装备,0,0,0,1
144159520,十二阶寒冥护符,143159220,3,14,159,2,1,15120,215514001,327680,1802,6,-1,人物装备,0,0,0,1
144159610,十一阶混元护符,143159320,3,14,159,3,1,13110,215514001,327680,1803,6,-1,人物装备,0,0,0,1
144159620,十二阶混元护符,143159320,3,14,159,3,1,15120,215514001,327680,1803,6,-1,人物装备,0,0,0,1
144160120,二阶天罡戒指,143160120,3,14,160,1,1,20,215514001,160,1901,6,-1,人物装备,0,0,0,1
144160130,三阶天罡戒指,143160120,3,14,160,1,1,30,215514001,640,1901,6,-1,人物装备,0,0,0,1
144160140,四阶天罡戒指,143160120,3,14,160,1,1,40,215514001,2560,1901,6,-1,人物装备,0,0,0,1
144160150,五阶天罡戒指,143160120,3,14,160,1,1,1050,215514001,10240,1901,6,-1,人物装备,0,0,0,1
144160160,六阶天罡戒指,143160120,3,14,160,1,1,3060,215514001,20480,1901,6,-1,人物装备,0,0,0,1
144160170,七阶天罡戒指,143160120,3,14,160,1,1,5070,215514001,40960,1901,6,-1,人物装备,0,0,0,1
144160180,八阶天罡戒指,143160120,3,14,160,1,1,7080,215514001,81920,1901,6,-1,人物装备,0,0,0,1
144160190,九阶天罡戒指,143160120,3,14,160,1,1,9090,215514001,163840,1901,6,-1,人物装备,0,0,0,1
144160200,十阶天罡戒指,143160120,3,14,160,1,1,11100,215514001,327680,1901,6,-1,人物装备,0,0,0,1
144160220,二阶寒冥戒指,143160220,3,14,160,2,1,20,215514001,160,1902,6,-1,人物装备,0,0,0,1
144160230,三阶寒冥戒指,143160220,3,14,160,2,1,30,215514001,640,1902,6,-1,人物装备,0,0,0,1
144160240,四阶寒冥戒指,143160220,3,14,160,2,1,40,215514001,2560,1902,6,-1,人物装备,0,0,0,1
144160250,五阶寒冥戒指,143160220,3,14,160,2,1,1050,215514001,10240,1902,6,-1,人物装备,0,0,0,1
144160260,六阶寒冥戒指,143160220,3,14,160,2,1,3060,215514001,20480,1902,6,-1,人物装备,0,0,0,1
144160270,七阶寒冥戒指,143160220,3,14,160,2,1,5070,215514001,40960,1902,6,-1,人物装备,0,0,0,1
144160280,八阶寒冥戒指,143160220,3,14,160,2,1,7080,215514001,81920,1902,6,-1,人物装备,0,0,0,1
144160290,九阶寒冥戒指,143160220,3,14,160,2,1,9090,215514001,163840,1902,6,-1,人物装备,0,0,0,1
144160300,十阶寒冥戒指,143160220,3,14,160,2,1,11100,215514001,327680,1902,6,-1,人物装备,0,0,0,1
144160320,二阶混元戒指,143160320,3,14,160,3,1,20,215514001,160,1903,6,-1,人物装备,0,0,0,1
144160330,三阶混元戒指,143160320,3,14,160,3,1,30,215514001,640,1903,6,-1,人物装备,0,0,0,1
144160340,四阶混元戒指,143160320,3,14,160,3,1,40,215514001,2560,1903,6,-1,人物装备,0,0,0,1
144160350,五阶混元戒指,143160320,3,14,160,3,1,1050,215514001,10240,1903,6,-1,人物装备,0,0,0,1
144160360,六阶混元戒指,143160320,3,14,160,3,1,3060,215514001,20480,1903,6,-1,人物装备,0,0,0,1
144160370,七阶混元戒指,143160320,3,14,160,3,1,5070,215514001,40960,1903,6,-1,人物装备,0,0,0,1
144160380,八阶混元戒指,143160320,3,14,160,3,1,7080,215514001,81920,1903,6,-1,人物装备,0,0,0,1
144160390,九阶混元戒指,143160320,3,14,160,3,1,9090,215514001,163840,1903,6,-1,人物装备,0,0,0,1
144160400,十阶混元戒指,143160320,3,14,160,3,1,11100,215514001,327680,1903,6,-1,人物装备,0,0,0,1
144160410,十一阶天罡戒指,143160120,3,14,160,1,1,13110,215514001,327680,1901,6,-1,人物装备,0,0,0,1
144160420,十二阶天罡戒指,143160120,3,14,160,1,1,15120,215514001,327680,1901,6,-1,人物装备,0,0,0,1
144160510,十一阶寒冥戒指,143160220,3,14,160,2,1,13110,215514001,327680,1902,6,-1,人物装备,0,0,0,1
144160520,十二阶寒冥戒指,143160220,3,14,160,2,1,15120,215514001,327680,1902,6,-1,人物装备,0,0,0,1
144160610,十一阶混元戒指,143160320,3,14,160,3,1,13110,215514001,327680,1903,6,-1,人物装备,0,0,0,1
144160620,十二阶混元戒指,143160320,3,14,160,3,1,15120,215514001,327680,1903,6,-1,人物装备,0,0,0,1
144161120,二阶天罡斩刀,143161120,3,14,161,1,1,20,215514001,400,2001,6,-1,人物装备,0,0,0,1
144161130,三阶天罡斩刀,143161120,3,14,161,1,1,30,215514001,1600,2001,6,-1,人物装备,0,0,0,1
144161140,四阶天罡斩刀,143161120,3,14,161,1,1,40,215514001,6400,2001,6,-1,人物装备,0,0,0,1
144161150,五阶天罡斩刀,143161120,3,14,161,1,1,1050,215514001,25600,2001,6,-1,人物装备,0,0,0,1
144161160,六阶天罡斩刀,143161120,3,14,161,1,1,3060,215514001,51200,2001,6,-1,人物装备,0,0,0,1
144161170,七阶天罡斩刀,143161120,3,14,161,1,1,5070,215514001,102400,2001,6,-1,人物装备,0,0,0,1
144161180,八阶天罡斩刀,143161120,3,14,161,1,1,7080,215514001,204800,2001,6,-1,人物装备,0,0,0,1
144161190,九阶天罡斩刀,143161120,3,14,161,1,1,9090,215514001,409600,2001,6,-1,人物装备,0,0,0,1
144161200,十阶天罡斩刀,143161120,3,14,161,1,1,11100,215514001,819200,2001,6,-1,人物装备,0,0,0,1
144161220,二阶寒冥战刃,143161220,3,14,161,2,1,20,215514001,400,2002,6,-1,人物装备,0,0,0,1
144161230,三阶寒冥战刃,143161220,3,14,161,2,1,30,215514001,1600,2002,6,-1,人物装备,0,0,0,1
144161240,四阶寒冥战刃,143161220,3,14,161,2,1,40,215514001,6400,2002,6,-1,人物装备,0,0,0,1
144161250,五阶寒冥战刃,143161220,3,14,161,2,1,1050,215514001,25600,2002,6,-1,人物装备,0,0,0,1
144161260,六阶寒冥战刃,143161220,3,14,161,2,1,3060,215514001,51200,2002,6,-1,人物装备,0,0,0,1
144161270,七阶寒冥战刃,143161220,3,14,161,2,1,5070,215514001,102400,2002,6,-1,人物装备,0,0,0,1
144161280,八阶寒冥战刃,143161220,3,14,161,2,1,7080,215514001,204800,2002,6,-1,人物装备,0,0,0,1
144161290,九阶寒冥战刃,143161220,3,14,161,2,1,9090,215514001,409600,2002,6,-1,人物装备,0,0,0,1
144161300,十阶寒冥战刃,143161220,3,14,161,2,1,11100,215514001,819200,2002,6,-1,人物装备,0,0,0,1
144161320,二阶混元法杖,143161320,3,14,161,3,1,20,215514001,400,2003,6,-1,人物装备,0,0,0,1
144161330,三阶混元法杖,143161320,3,14,161,3,1,30,215514001,1600,2003,6,-1,人物装备,0,0,0,1
144161340,四阶混元法杖,143161320,3,14,161,3,1,40,215514001,6400,2003,6,-1,人物装备,0,0,0,1
144161350,五阶混元法杖,143161320,3,14,161,3,1,1050,215514001,25600,2003,6,-1,人物装备,0,0,0,1
144161360,六阶混元法杖,143161320,3,14,161,3,1,3060,215514001,51200,2003,6,-1,人物装备,0,0,0,1
144161370,七阶混元法杖,143161320,3,14,161,3,1,5070,215514001,102400,2003,6,-1,人物装备,0,0,0,1
144161380,八阶混元法杖,143161320,3,14,161,3,1,7080,215514001,204800,2003,6,-1,人物装备,0,0,0,1
144161390,九阶混元法杖,143161320,3,14,161,3,1,9090,215514001,409600,2003,6,-1,人物装备,0,0,0,1
144161400,十阶混元法杖,143161320,3,14,161,3,1,11100,215514001,819200,2003,6,-1,人物装备,0,0,0,1
144161410,十一阶天罡斩刀,143161120,3,14,161,1,1,13110,215514001,819200,2001,6,-1,人物装备,0,0,0,1
144161420,十二阶天罡斩刀,143161120,3,14,161,1,1,15120,215514001,819200,2001,6,-1,人物装备,0,0,0,1
144161510,十一阶寒冥战刃,143161220,3,14,161,2,1,13110,215514001,819200,2002,6,-1,人物装备,0,0,0,1
144161520,十二阶寒冥战刃,143161220,3,14,161,2,1,15120,215514001,819200,2002,6,-1,人物装备,0,0,0,1
144161610,十一阶混元法杖,143161320,3,14,161,3,1,13110,215514001,819200,2003,6,-1,人物装备,0,0,0,1
144161620,十二阶混元法杖,143161320,3,14,161,3,1,15120,215514001,819200,2003,6,-1,人物装备,0,0,0,1
144162120,二阶天罡手套,143162120,3,14,162,1,1,20,215514001,214,2101,6,-1,人物装备,0,0,0,1
144162130,三阶天罡手套,143162120,3,14,162,1,1,30,215514001,856,2101,6,-1,人物装备,0,0,0,1
144162140,四阶天罡手套,143162120,3,14,162,1,1,40,215514001,3424,2101,6,-1,人物装备,0,0,0,1
144162150,五阶天罡手套,143162120,3,14,162,1,1,1050,215514001,13696,2101,6,-1,人物装备,0,0,0,1
144162160,六阶天罡手套,143162120,3,14,162,1,1,3060,215514001,27392,2101,6,-1,人物装备,0,0,0,1
144162170,七阶天罡手套,143162120,3,14,162,1,1,5070,215514001,54784,2101,6,-1,人物装备,0,0,0,1
144162180,八阶天罡手套,143162120,3,14,162,1,1,7080,215514001,109568,2101,6,-1,人物装备,0,0,0,1
144162190,九阶天罡手套,143162120,3,14,162,1,1,9090,215514001,219136,2101,6,-1,人物装备,0,0,0,1
144162200,十阶天罡手套,143162120,3,14,162,1,1,11100,215514001,438272,2101,6,-1,人物装备,0,0,0,1
144162220,二阶寒冥手套,143162220,3,14,162,2,1,20,215514001,214,2102,6,-1,人物装备,0,0,0,1
144162230,三阶寒冥手套,143162220,3,14,162,2,1,30,215514001,856,2102,6,-1,人物装备,0,0,0,1
144162240,四阶寒冥手套,143162220,3,14,162,2,1,40,215514001,3424,2102,6,-1,人物装备,0,0,0,1
144162250,五阶寒冥手套,143162220,3,14,162,2,1,1050,215514001,13696,2102,6,-1,人物装备,0,0,0,1
144162260,六阶寒冥手套,143162220,3,14,162,2,1,3060,215514001,27392,2102,6,-1,人物装备,0,0,0,1
144162270,七阶寒冥手套,143162220,3,14,162,2,1,5070,215514001,54784,2102,6,-1,人物装备,0,0,0,1
