id,role_name,role_type,scriptid,body_animation,body_model,body_chartlet,scale,weapon_model,weapon_chartlet,motiongroup_type,aigroup_type,toilet,unmatched,collider,head,color
509002,入侵者,CT_Monster,80017,9980017,,9980017,10000,,,MGT_Single,AGT_Easy,0,0,1,9980017,82b4b8
509003,入侵者,CT_Monster,80022,9980022,,9980022,10000,,,MGT_Single,AGT_Easy,0,0,1,9980022,82b4b8
509004,入侵者,CT_Monster,80018,9980018,,9980018,10000,,,MGT_Single,AGT_Easy,0,0,1,9980018,82b4b8
509005,金甲兽王,CT_Boss,9990003,9990003,,9990003,10000,,,MGT_Single,AGT_Easy,0,0,1,9990003,6ec7cf
509006,入侵者,CT_Monster,80013,9980013,,9980013,10000,,,MGT_Single,AGT_Easy,0,0,1,9980013,82b4b8
509007,入侵者,CT_Monster,80017,9980017,,9980017,10000,,,MGT_Single,AGT_Easy,0,0,1,9980017,82b4b8
509008,入侵者,CT_Monster,80022,9980022,,9980022,10000,,,MGT_Single,AGT_Easy,0,0,1,9980022,82b4b8
509009,入侵者,CT_Monster,80018,9980018,,9980018,10000,,,MGT_Single,AGT_Easy,0,0,1,9980018,82b4b8
509010,噬魂妖皇,CT_Boss,9990014,9990014,,9990014,10000,,,MGT_Single,AGT_Easy,0,0,1,9990014,6ec7cf
509011,入侵者,CT_Monster,80013,9980013,,9980013,10000,,,MGT_Single,AGT_Easy,0,0,1,9980013,82b4b8
509012,入侵者,CT_Monster,80017,9980017,,9980017,10000,,,MGT_Single,AGT_Easy,0,0,1,9980017,82b4b8
509013,入侵者,CT_Monster,80022,9980022,,9980022,10000,,,MGT_Single,AGT_Easy,0,0,1,9980022,82b4b8
509014,入侵者,CT_Monster,80018,9980018,,9980018,10000,,,MGT_Single,AGT_Easy,0,0,1,9980018,82b4b8
509015,火焰神魔,CT_Boss,9990006,9990006,,9990006,10000,,,MGT_Single,AGT_Easy,0,0,1,9990006,6ec7cf
509016,入侵者,CT_Monster,80013,9980013,,9980013,10000,,,MGT_Single,AGT_Easy,0,0,1,9980013,82b4b8
509017,入侵者,CT_Monster,80017,9980017,,9980017,10000,,,MGT_Single,AGT_Easy,0,0,1,9980017,82b4b8
509018,入侵者,CT_Monster,80022,9980022,,9980022,10000,,,MGT_Single,AGT_Easy,0,0,1,9980022,82b4b8
509019,入侵者,CT_Monster,80018,9980018,,9980018,10000,,,MGT_Single,AGT_Easy,0,0,1,9980018,82b4b8
509020,欲界天魔,CT_Boss,9990012,9990012,,9990012,10000,,,MGT_Single,AGT_Easy,0,0,1,9990012,6ec7cf
509101,入侵者,CT_Monster,80013,9980013,,9980013,10000,,,MGT_Single,AGT_Easy,0,0,1,9980013,82b4b8
509102,入侵者,CT_Monster,80017,9980017,,9980017,10000,,,MGT_Single,AGT_Easy,0,0,1,9980017,82b4b8
509103,入侵者,CT_Monster,80022,9980022,,9980022,10000,,,MGT_Single,AGT_Easy,0,0,1,9980022,82b4b8
509104,入侵者,CT_Monster,80018,9980018,,9980018,10000,,,MGT_Single,AGT_Easy,0,0,1,9980018,82b4b8
509105,金甲兽王,CT_Boss,9990003,9990003,,9990003,10000,,,MGT_Single,AGT_Easy,0,0,1,9990003,6ec7cf
509106,入侵者,CT_Monster,80013,9980013,,9980013,10000,,,MGT_Single,AGT_Easy,0,0,1,9980013,82b4b8
509107,入侵者,CT_Monster,80017,9980017,,9980017,10000,,,MGT_Single,AGT_Easy,0,0,1,9980017,82b4b8
509108,入侵者,CT_Monster,80022,9980022,,9980022,10000,,,MGT_Single,AGT_Easy,0,0,1,9980022,82b4b8
509109,入侵者,CT_Monster,80018,9980018,,9980018,10000,,,MGT_Single,AGT_Easy,0,0,1,9980018,82b4b8
509110,噬魂妖皇,CT_Boss,9990014,9990014,,9990014,10000,,,MGT_Single,AGT_Easy,0,0,1,9990014,6ec7cf
509111,入侵者,CT_Monster,80013,9980013,,9980013,10000,,,MGT_Single,AGT_Easy,0,0,1,9980013,82b4b8
509112,入侵者,CT_Monster,80017,9980017,,9980017,10000,,,MGT_Single,AGT_Easy,0,0,1,9980017,82b4b8
509113,入侵者,CT_Monster,80022,9980022,,9980022,10000,,,MGT_Single,AGT_Easy,0,0,1,9980022,82b4b8
509114,入侵者,CT_Monster,80018,9980018,,9980018,10000,,,MGT_Single,AGT_Easy,0,0,1,9980018,82b4b8
509115,火焰神魔,CT_Boss,9990006,9990006,,9990006,10000,,,MGT_Single,AGT_Easy,0,0,1,9990006,6ec7cf
509116,入侵者,CT_Monster,80013,9980013,,9980013,10000,,,MGT_Single,AGT_Easy,0,0,1,9980013,82b4b8
509117,入侵者,CT_Monster,80017,9980017,,9980017,10000,,,MGT_Single,AGT_Easy,0,0,1,9980017,82b4b8
509118,入侵者,CT_Monster,80022,9980022,,9980022,10000,,,MGT_Single,AGT_Easy,0,0,1,9980022,82b4b8
509119,入侵者,CT_Monster,80018,9980018,,9980018,10000,,,MGT_Single,AGT_Easy,0,0,1,9980018,82b4b8
509120,欲界天魔,CT_Boss,9990012,9990012,,9990012,10000,,,MGT_Single,AGT_Easy,0,0,1,9990012,6ec7cf
509201,入侵者,CT_Monster,80013,9980013,,9980013,10000,,,MGT_Single,AGT_Easy,0,0,1,9980013,82b4b8
509202,入侵者,CT_Monster,80017,9980017,,9980017,10000,,,MGT_Single,AGT_Easy,0,0,1,9980017,82b4b8
509203,入侵者,CT_Monster,80022,9980022,,9980022,10000,,,MGT_Single,AGT_Easy,0,0,1,9980022,82b4b8
509204,入侵者,CT_Monster,80018,9980018,,9980018,10000,,,MGT_Single,AGT_Easy,0,0,1,9980018,82b4b8
509205,金甲兽王,CT_Boss,9990003,9990003,,9990003,10000,,,MGT_Single,AGT_Easy,0,0,1,9990003,6ec7cf
509206,入侵者,CT_Monster,80013,9980013,,9980013,10000,,,MGT_Single,AGT_Easy,0,0,1,9980013,82b4b8
509207,入侵者,CT_Monster,80017,9980017,,9980017,10000,,,MGT_Single,AGT_Easy,0,0,1,9980017,82b4b8
509208,入侵者,CT_Monster,80022,9980022,,9980022,10000,,,MGT_Single,AGT_Easy,0,0,1,9980022,82b4b8
509209,入侵者,CT_Monster,80018,9980018,,9980018,10000,,,MGT_Single,AGT_Easy,0,0,1,9980018,82b4b8
509210,噬魂妖皇,CT_Boss,9990014,9990014,,9990014,10000,,,MGT_Single,AGT_Easy,0,0,1,9990014,6ec7cf
509211,入侵者,CT_Monster,80013,9980013,,9980013,10000,,,MGT_Single,AGT_Easy,0,0,1,9980013,82b4b8
509212,入侵者,CT_Monster,80017,9980017,,9980017,10000,,,MGT_Single,AGT_Easy,0,0,1,9980017,82b4b8
509213,入侵者,CT_Monster,80022,9980022,,9980022,10000,,,MGT_Single,AGT_Easy,0,0,1,9980022,82b4b8
509214,入侵者,CT_Monster,80018,9980018,,9980018,10000,,,MGT_Single,AGT_Easy,0,0,1,9980018,82b4b8
509215,火焰神魔,CT_Boss,9990006,9990006,,9990006,10000,,,MGT_Single,AGT_Easy,0,0,1,9990006,6ec7cf
509216,入侵者,CT_Monster,80013,9980013,,9980013,10000,,,MGT_Single,AGT_Easy,0,0,1,9980013,82b4b8
509217,入侵者,CT_Monster,80017,9980017,,9980017,10000,,,MGT_Single,AGT_Easy,0,0,1,9980017,82b4b8
509218,入侵者,CT_Monster,80022,9980022,,9980022,10000,,,MGT_Single,AGT_Easy,0,0,1,9980022,82b4b8
509219,入侵者,CT_Monster,80018,9980018,,9980018,10000,,,MGT_Single,AGT_Easy,0,0,1,9980018,82b4b8
509220,欲界天魔,CT_Boss,9990012,9990012,,9990012,10000,,,MGT_Single,AGT_Easy,0,0,1,9990012,6ec7cf
601101,金毛异熊,CT_Boss,9990001,9990001,,9990001,10000,,,MGT_Single,AGT_Easy,0,0,1,9990001,6ec7cf
601102,幽影随从,CT_Monster,601102,9980024,,9980024,10000,,,MGT_Single,AGT_Easy,0,0,1,9980024,82b4b8
601201,星府天神,CT_Boss,9990012,9990012,,9990012,10000,,,MGT_Single,AGT_Easy,0,0,1,9990012,6ec7cf
601202,气血灵珠,CT_Monster,90013,90013,,90013,10000,,,MGT_Single,AGT_Easy,0,0,1,90013,82b4b8
601301,浴火魔神,CT_Boss,9990006,9990006,,9990006,10000,,,MGT_Single,AGT_Easy,0,0,1,9990006,6ec7cf
601401,铁甲威龙,CT_Boss,9990007,9990007,,9990007,10000,,,MGT_Single,AGT_Easy,0,0,1,9990007,6ec7cf
601501,苍翼蛇,CT_Boss,9990008,9990008,,9990008,10000,,,MGT_Single,AGT_Easy,0,0,1,9990008,6ec7cf
601601,异族灵将,CT_Boss,9990015,9990015,,9990011,10000,,,MGT_Single,AGT_Easy,0,0,1,9990015,6ec7cf
601701,罗睺神,CT_Boss,9990011,9990011,,9990011,10000,,,MGT_Single,AGT_Easy,0,0,1,9990011,6ec7cf
602101,金毛异熊,CT_Boss,9990001,9990001,,9990001,10000,,,MGT_Single,AGT_Easy,0,0,1,9990001,6ec7cf
602102,幽影随从,CT_Monster,601102,9980024,,9980024,10000,,,MGT_Single,AGT_Easy,0,0,1,9980024,82b4b8
602201,星府天神,CT_Boss,9990012,9990012,,9990012,10000,,,MGT_Single,AGT_Easy,0,0,1,9990012,6ec7cf
602202,气血灵珠,CT_Monster,90013,90013,,90013,10000,,,MGT_Single,AGT_Easy,0,0,1,90013,82b4b8
602301,浴火魔神,CT_Boss,9990006,9990006,,9990006,10000,,,MGT_Single,AGT_Easy,0,0,1,9990006,6ec7cf
602401,铁甲威龙,CT_Boss,9990007,9990007,,9990007,10000,,,MGT_Single,AGT_Easy,0,0,1,9990007,6ec7cf
602501,苍翼蛇,CT_Boss,9990008,9990008,,9990008,10000,,,MGT_Single,AGT_Easy,0,0,1,9990008,6ec7cf
602601,异族灵将,CT_Boss,9990015,9990015,,9990011,10000,,,MGT_Single,AGT_Easy,0,0,1,9990015,6ec7cf
602701,罗睺神,CT_Boss,9990011,9990011,,9990011,10000,,,MGT_Single,AGT_Easy,0,0,1,9990011,6ec7cf
603101,金毛异熊,CT_Boss,9990001,9990001,,9990001,10000,,,MGT_Single,AGT_Easy,0,0,1,9990001,6ec7cf
603102,幽影随从,CT_Monster,601102,9980024,,9980024,10000,,,MGT_Single,AGT_Easy,0,0,1,9980024,82b4b8
603201,星府天神,CT_Boss,9990012,9990012,,9990012,10000,,,MGT_Single,AGT_Easy,0,0,1,9990012,6ec7cf
603202,气血灵珠,CT_Monster,90013,90013,,90013,10000,,,MGT_Single,AGT_Easy,0,0,1,90013,82b4b8
603301,浴火魔神,CT_Boss,9990006,9990006,,9990006,10000,,,MGT_Single,AGT_Easy,0,0,1,9990006,6ec7cf
603401,铁甲威龙,CT_Boss,9990007,9990007,,9990007,10000,,,MGT_Single,AGT_Easy,0,0,1,9990007,6ec7cf
603501,苍翼蛇,CT_Boss,9990008,9990008,,9990008,10000,,,MGT_Single,AGT_Easy,0,0,1,9990008,6ec7cf
603601,异族灵将,CT_Boss,9990015,9990015,,9990011,10000,,,MGT_Single,AGT_Easy,0,0,1,9990015,6ec7cf
603701,罗睺神,CT_Boss,9990011,9990011,,9990011,10000,,,MGT_Single,AGT_Easy,0,0,1,9990011,6ec7cf
604101,金毛异熊,CT_Boss,9990001,9990001,,9990001,10000,,,MGT_Single,AGT_Easy,0,0,1,9990001,6ec7cf
604102,幽影随从,CT_Monster,601102,9980024,,9980024,10000,,,MGT_Single,AGT_Easy,0,0,1,9980024,82b4b8
604201,星府天神,CT_Boss,9990012,9990012,,9990012,10000,,,MGT_Single,AGT_Easy,0,0,1,9990012,6ec7cf
604202,气血灵珠,CT_Monster,90013,90013,,90013,10000,,,MGT_Single,AGT_Easy,0,0,1,90013,82b4b8
604301,浴火魔神,CT_Boss,9990006,9990006,,9990006,10000,,,MGT_Single,AGT_Easy,0,0,1,9990006,6ec7cf
604401,铁甲威龙,CT_Boss,9990007,9990007,,9990007,10000,,,MGT_Single,AGT_Easy,0,0,1,9990007,6ec7cf
604501,苍翼蛇,CT_Boss,9990008,9990008,,9990008,10000,,,MGT_Single,AGT_Easy,0,0,1,9990008,6ec7cf
604601,异族灵将,CT_Boss,9990015,9990015,,9990011,10000,,,MGT_Single,AGT_Easy,0,0,1,9990015,6ec7cf
604701,罗睺神,CT_Boss,9990011,9990011,,9990011,10000,,,MGT_Single,AGT_Easy,0,0,1,9990011,6ec7cf
702001,青铜镖车,CT_Boss,90001,90001,,90001_1,10000,,,MGT_Single,AGT_Easy,0,0,1,90001,6ec7cf
702002,白银镖车,CT_Boss,90002,90002,,90001_2,10000,,,MGT_Single,AGT_Easy,0,0,1,90002,6ec7cf
702003,黄金镖车,CT_Boss,90003,90003,,90001_3,10000,,,MGT_Single,AGT_Easy,0,0,1,90003,6ec7cf
702004,青铜镖车,CT_Boss,90001,90001,,90001_1,10000,,,MGT_Single,AGT_Easy,0,0,1,90001,6ec7cf
702005,白银镖车,CT_Boss,90002,90002,,90001_2,10000,,,MGT_Single,AGT_Easy,0,0,1,90002,6ec7cf
702006,黄金镖车,CT_Boss,90003,90003,,90001_3,10000,,,MGT_Single,AGT_Easy,0,0,1,90003,6ec7cf
800002,婚庆礼盒,CT_Collect,90009,90009,,90009,10000,,,MGT_Single,AGT_Easy,0,0,1,90009,82b4b8
800003,生命水晶,CT_Monster,90013,90013,,90013,10000,,,MGT_Single,AGT_Easy,0,0,1,90013,82b4b8
800004,令旗,CT_Collect,90010,90010,,90010,10000,,,MGT_Single,AGT_Easy,0,0,1,90010,82b4b8
800005,能量水晶一,CT_Boss,90011,90011,,90011,10000,,,MGT_Single,AGT_Easy,0,0,1,90011,6ec7cf
800006,天地精华,CT_Collect,90016,90016,,90016,10000,,,MGT_Single,AGT_Easy,0,0,1,90016,82b4b8
800007,水晶碎片,CT_Collect,90014,90014,,90014,10000,,,MGT_Single,AGT_Easy,0,0,1,90014,82b4b8
800008,仙府香炉,CT_Boss,90017,90017,,90017,10000,,,MGT_Single,AGT_Easy,0,0,1,90017,6ec7cf
800009,普通宝箱,CT_Collect,90026,90026,,90026,10000,,,MGT_Single,AGT_Easy,0,0,1,90026,82b4b8
800010,高级宝箱,CT_Collect,90025,90025,,90025,10000,,,MGT_Single,AGT_Easy,0,0,1,90025,82b4b8
800011,绝世金剑,CT_Collect,90012,90012,,90012,10000,,,MGT_Single,AGT_Easy,0,0,1,90012,82b4b8
800012,治疗buff,CT_Collect,90006,90006,,90006_1,10000,,,MGT_Single,AGT_Easy,0,0,1,90006,82b4b8
800013,攻击buff,CT_Collect,90004,90004,,90004_1,10000,,,MGT_Single,AGT_Easy,0,0,1,90004,82b4b8
800014,防御buff,CT_Collect,90005,90005,,90005_1,10000,,,MGT_Single,AGT_Easy,0,0,1,90005,82b4b8
800015,水晶矿,CT_Collect,90015,90015,,90015,10000,,,MGT_Single,AGT_Easy,0,0,1,90015,82b4b8
800016,包裹,CT_Collect,90007,90007,,90007,10000,,,MGT_Single,AGT_Easy,0,0,1,90007,82b4b8
800017,龟玉,CT_Collect,90014,90014,,90014,10000,,,MGT_Single,AGT_Easy,0,0,1,90014,82b4b8
800018,药草,CT_Collect,90019,90019,,90019,10000,,,MGT_Single,AGT_Easy,0,0,1,90019,82b4b8
800019,葫芦,CT_Collect,90008,90008,,90008,10000,,,MGT_Single,AGT_Easy,0,0,1,90008,82b4b8
800020,光玉,CT_Collect,90015,90015,,90015,10000,,,MGT_Single,AGT_Easy,0,0,1,90015,82b4b8
800021,攻方水晶,CT_Boss,90016,90016,,90016,10000,,,MGT_Single,AGT_Easy,0,0,1,90011,6ec7cf
800022,攻方水晶,CT_Boss,90016,90016,,90016,10000,,,MGT_Single,AGT_Easy,0,0,1,90011,6ec7cf
800023,攻方水晶,CT_Boss,90016,90016,,90016,10000,,,MGT_Single,AGT_Easy,0,0,1,90011,6ec7cf
800024,守方水晶,CT_Boss,90011,90011,,90011,10000,,,MGT_Single,AGT_Easy,0,0,1,90011,6ec7cf
800025,守方水晶,CT_Boss,90011,90011,,90011,10000,,,MGT_Single,AGT_Easy,0,0,1,90011,6ec7cf
800026,守方水晶,CT_Boss,90011,90011,,90011,10000,,,MGT_Single,AGT_Easy,0,0,1,90011,6ec7cf
800027,肉山大魔王,CT_Boss,9990001,9990001,,9990001,10000,,,MGT_Single,AGT_Easy,0,0,1,9990001,6ec7cf
801001,元石矿脉,CT_Collect,90015,90015,,90015,10000,,,MGT_Single,AGT_Easy,0,0,1,90015,82b4b8
801002,阵旗,CT_Collect,90020,90020,,90020,10000,,,MGT_Single,AGT_Easy,0,0,1,90020,82b4b8
801005,能量水晶二,CT_Boss,90011,90011,,90011,10000,,,MGT_Single,AGT_Easy,0,0,1,90011,6ec7cf
802001,酒葫芦,CT_Collect,90008,90008,,90008,10000,,,MGT_Single,AGT_Easy,0,0,1,90008,82b4b8
802002,黑白丹瓶,CT_Collect,90007,90007,,90007,10000,,,MGT_Single,AGT_Easy,0,0,1,90007,82b4b8
802005,能量水晶三,CT_Boss,90011,90011,,90011,10000,,,MGT_Single,AGT_Easy,0,0,1,90011,6ec7cf
804001,杂草,CT_Collect,90019,90019,,90019,10000,,,MGT_Single,AGT_Easy,0,0,1,90019,82b4b8
805001,元石,CT_Collect,90018,90018,,90018,10000,,,MGT_Single,AGT_Easy,0,0,1,90018,82b4b8
805002,杂草,CT_Collect,90019,90019,,90019,10000,,,MGT_Single,AGT_Easy,0,0,1,90019,82b4b8
805003,宝瓶,CT_Collect,90007,90007,,90007,10000,,,MGT_Single,AGT_Easy,0,0,1,90007,82b4b8
810002,婚庆礼盒,CT_Collect,90009,90009,,90009,10000,,,MGT_Single,AGT_Easy,0,0,1,90009,82b4b8
820002,婚庆礼盒,CT_Collect,90009,90009,,90009,10000,,,MGT_Single,AGT_Easy,0,0,1,90009,82b4b8
830002,婚庆礼盒,CT_Collect,90009,90009,,90009,10000,,,MGT_Single,AGT_Easy,0,0,1,90009,82b4b8
860101,牛头鬼神,CT_Monster,80013,9980013,,9980013,10000,,,MGT_Single,AGT_Easy,0,0,1,9980013,82b4b8
860102,青犀妖兽,CT_Monster,80010,9980010,,9980010,10000,,,MGT_Single,AGT_Easy,0,0,1,9980010,82b4b8
860103,天土金猿,CT_Monster,80006,9980006,,9980006,10000,,,MGT_Single,AGT_Easy,0,0,1,9980006,82b4b8
860201,鬼道孽魔,CT_Monster,80017,9980017,,9980017,10000,,,MGT_Single,AGT_Easy,0,0,1,9980017,82b4b8
860202,冥府妖兵,CT_Monster,80018,9980018,,9980018,10000,,,MGT_Single,AGT_Easy,0,0,1,9980018,82b4b8
860203,荒古妖蛮,CT_Monster,80011,9980011,,9980011,10000,,,MGT_Single,AGT_Easy,0,0,1,9980011,82b4b8
860301,地狱魔铠,CT_Monster,80002,9980002,,9980002,10000,,,MGT_Single,AGT_Easy,0,0,1,9980002,82b4b8
860302,玄灵道兵,CT_Monster,80012,9980012,,9980012,10000,,,MGT_Single,AGT_Easy,0,0,1,9980012,82b4b8
860303,夺天傀儡,CT_Monster,80022,9980022_1,,9980022_1,10000,,,MGT_Single,AGT_Easy,0,0,1,9980022_1,82b4b8
860304,苦海神机,CT_Monster,80021,9980021,,9980021,10000,,,MGT_Single,AGT_Easy,0,0,1,9980021,82b4b8
860401,外道邪修,CT_Monster,80015,9980015_1,,9980015_1,10000,,,MGT_Single,AGT_Easy,0,0,1,9980015_1,82b4b8
860402,极恶狂徒,CT_Monster,80007,9980007,,9980007,10000,,,MGT_Single,AGT_Easy,0,0,1,9980007,82b4b8
860403,无天战将,CT_Monster,80004,9980004,,9980004,10000,,,MGT_Single,AGT_Easy,0,0,1,9980004,82b4b8
860404,天道堕灵,CT_Monster,80024,9980024,,9980024,10000,,,MGT_Single,AGT_Easy,0,0,1,9980024,82b4b8
860405,护道神卫,CT_Monster,80016,9980016_1,,9980016_1,10000,,,MGT_Single,AGT_Easy,0,0,1,9980016_1,82b4b8
860501,冥土妖皇,CT_Boss,9990014,9990014,,9990014,10000,,,MGT_Single,AGT_Easy,0,0,1,9990014,6ec7cf
860502, ,CT_Summom,90040,90040,,90040,10000,,,MGT_Single,AGT_Easy,0,0,1,90040,82b4b8
860601,牛头鬼神,CT_Monster,80013,9980013,,9980013,10000,,,MGT_Single,AGT_Easy,0,0,1,9980013,82b4b8
860602,青犀妖兽,CT_Monster,80010,9980010,,9980010,10000,,,MGT_Single,AGT_Easy,0,0,1,9980010,82b4b8
860603,天土金猿,CT_Monster,80006,9980006,,9980006,10000,,,MGT_Single,AGT_Easy,0,0,1,9980006,82b4b8
860701,鬼道孽魔,CT_Monster,80017,9980017,,9980017,10000,,,MGT_Single,AGT_Easy,0,0,1,9980017,82b4b8
860702,冥府妖兵,CT_Monster,80018,9980018,,9980018,10000,,,MGT_Single,AGT_Easy,0,0,1,9980018,82b4b8
860703,荒古妖蛮,CT_Monster,80011,9980011,,9980011,10000,,,MGT_Single,AGT_Easy,0,0,1,9980011,82b4b8
860801,地狱魔铠,CT_Monster,80002,9980002,,9980002,10000,,,MGT_Single,AGT_Easy,0,0,1,9980002,82b4b8
860802,玄灵道兵,CT_Monster,80012,9980012,,9980012,10000,,,MGT_Single,AGT_Easy,0,0,1,9980012,82b4b8
860803,夺天傀儡,CT_Monster,80022,9980022_1,,9980022_1,10000,,,MGT_Single,AGT_Easy,0,0,1,9980022_1,82b4b8
860804,苦海神机,CT_Monster,80021,9980021,,9980021,10000,,,MGT_Single,AGT_Easy,0,0,1,9980021,82b4b8
860901,外道邪修,CT_Monster,80015,9980015_1,,9980015_1,10000,,,MGT_Single,AGT_Easy,0,0,1,9980015_1,82b4b8
860902,极恶狂徒,CT_Monster,80007,9980007,,9980007,10000,,,MGT_Single,AGT_Easy,0,0,1,9980007,82b4b8
860903,无天战将,CT_Monster,80004,9980004,,9980004,10000,,,MGT_Single,AGT_Easy,0,0,1,9980004,82b4b8
860904,天道堕灵,CT_Monster,80024,9980024,,9980024,10000,,,MGT_Single,AGT_Easy,0,0,1,9980024,82b4b8
860905,护道神卫,CT_Monster,80016,9980016_1,,9980016_1,10000,,,MGT_Single,AGT_Easy,0,0,1,9980016_1,82b4b8
861001,灭道真仙,CT_Boss,9990012,9990012,,9980022_1,10000,,,MGT_Single,AGT_Easy,0,0,1,9990012,6ec7cf
861002,夺天傀儡,CT_Monster,861002,9980021,,9980021,10000,,,MGT_Single,AGT_Easy,0,0,1,9980021,82b4b8
861101,牛头鬼神,CT_Monster,80013,9980013,,9980013,10000,,,MGT_Single,AGT_Easy,0,0,1,9980013,82b4b8
861102,青犀妖兽,CT_Monster,80010,9980010,,9980010,10000,,,MGT_Single,AGT_Easy,0,0,1,9980010,82b4b8
861103,天土金猿,CT_Monster,80006,9980006,,9980006,10000,,,MGT_Single,AGT_Easy,0,0,1,9980006,82b4b8
861201,鬼道孽魔,CT_Monster,80017,9980017,,9980017,10000,,,MGT_Single,AGT_Easy,0,0,1,9980017,82b4b8
861202,冥府妖兵,CT_Monster,80018,9980018,,9980018,10000,,,MGT_Single,AGT_Easy,0,0,1,9980018,82b4b8
861203,荒古妖蛮,CT_Monster,80011,9980011,,9980011,10000,,,MGT_Single,AGT_Easy,0,0,1,9980011,82b4b8
861301,地狱魔铠,CT_Monster,80002,9980002,,9980002,10000,,,MGT_Single,AGT_Easy,0,0,1,9980002,82b4b8
861302,玄灵道兵,CT_Monster,80012,9980012,,9980012,10000,,,MGT_Single,AGT_Easy,0,0,1,9980012,82b4b8
861303,夺天傀儡,CT_Monster,80022,9980022_1,,9980022_1,10000,,,MGT_Single,AGT_Easy,0,0,1,9980022_1,82b4b8
861304,苦海神机,CT_Monster,80021,9980021,,9980021,10000,,,MGT_Single,AGT_Easy,0,0,1,9980021,82b4b8
861401,外道邪修,CT_Monster,80015,9980015_1,,9980015_1,10000,,,MGT_Single,AGT_Easy,0,0,1,9980015_1,82b4b8
861402,极恶狂徒,CT_Monster,80007,9980007,,9980007,10000,,,MGT_Single,AGT_Easy,0,0,1,9980007,82b4b8
861403,无天战将,CT_Monster,80004,9980004,,9980004,10000,,,MGT_Single,AGT_Easy,0,0,1,9980004,82b4b8
861404,天道堕灵,CT_Monster,80024,9980024,,9980024,10000,,,MGT_Single,AGT_Easy,0,0,1,9980024,82b4b8
861405,护道神卫,CT_Monster,80016,9980016_1,,9980016_1,10000,,,MGT_Single,AGT_Easy,0,0,1,9980016_1,82b4b8
861501,修罗武神,CT_Boss,9990011,9990011,,9990011,10000,,,MGT_Single,AGT_Easy,0,0,1,9990011,6ec7cf
861601,牛头鬼神,CT_Monster,80013,9980013,,9980013,10000,,,MGT_Single,AGT_Easy,0,0,1,9980013,82b4b8
861602,青犀妖兽,CT_Monster,80010,9980010,,9980010,10000,,,MGT_Single,AGT_Easy,0,0,1,9980010,82b4b8
861603,天土金猿,CT_Monster,80006,9980006,,9980006,10000,,,MGT_Single,AGT_Easy,0,0,1,9980006,82b4b8
861701,鬼道孽魔,CT_Monster,80017,9980017,,9980017,10000,,,MGT_Single,AGT_Easy,0,0,1,9980017,82b4b8
861702,冥府妖兵,CT_Monster,80018,9980018,,9980018,10000,,,MGT_Single,AGT_Easy,0,0,1,9980018,82b4b8
861703,荒古妖蛮,CT_Monster,80011,9980011,,9980011,10000,,,MGT_Single,AGT_Easy,0,0,1,9980011,82b4b8
861801,地狱魔铠,CT_Monster,80002,9980002,,9980002,10000,,,MGT_Single,AGT_Easy,0,0,1,9980002,82b4b8
861802,玄灵道兵,CT_Monster,80012,9980012,,9980012,10000,,,MGT_Single,AGT_Easy,0,0,1,9980012,82b4b8
861803,夺天傀儡,CT_Monster,80022,9980022_1,,9980022_1,10000,,,MGT_Single,AGT_Easy,0,0,1,9980022_1,82b4b8
861804,苦海神机,CT_Monster,80021,9980021,,9980021,10000,,,MGT_Single,AGT_Easy,0,0,1,9980021,82b4b8
861901,外道邪修,CT_Monster,80015,9980015_1,,9980015_1,10000,,,MGT_Single,AGT_Easy,0,0,1,9980015_1,82b4b8
861902,极恶狂徒,CT_Monster,80007,9980007,,9980007,10000,,,MGT_Single,AGT_Easy,0,0,1,9980007,82b4b8
861903,无天战将,CT_Monster,80004,9980004,,9980004,10000,,,MGT_Single,AGT_Easy,0,0,1,9980004,82b4b8
861904,天道堕灵,CT_Monster,80024,9980024,,9980024,10000,,,MGT_Single,AGT_Easy,0,0,1,9980024,82b4b8
861905,护道神卫,CT_Monster,80016,9980016_1,,9980016_1,10000,,,MGT_Single,AGT_Easy,0,0,1,9980016_1,82b4b8
862001,罗刹炎鬼,CT_Boss,862001,9990006,,9990006,10000,,,MGT_Single,AGT_Easy,0,0,1,9990006,6ec7cf
862002,生命之火,CT_Monster,90028,90028,,90028,10000,,,MGT_Single,AGT_Easy,0,0,1,90028,82b4b8
862101,牛头鬼神,CT_Monster,80013,9980013,,9980013,10000,,,MGT_Single,AGT_Easy,0,0,1,9980013,82b4b8
862102,青犀妖兽,CT_Monster,80010,9980010,,9980010,10000,,,MGT_Single,AGT_Easy,0,0,1,9980010,82b4b8
862103,天土金猿,CT_Monster,80006,9980006,,9980006,10000,,,MGT_Single,AGT_Easy,0,0,1,9980006,82b4b8
862201,鬼道孽魔,CT_Monster,80017,9980017,,9980017,10000,,,MGT_Single,AGT_Easy,0,0,1,9980017,82b4b8
862202,冥府妖兵,CT_Monster,80018,9980018,,9980018,10000,,,MGT_Single,AGT_Easy,0,0,1,9980018,82b4b8
862203,荒古妖蛮,CT_Monster,80011,9980011,,9980011,10000,,,MGT_Single,AGT_Easy,0,0,1,9980011,82b4b8
862301,地狱魔铠,CT_Monster,80002,9980002,,9980002,10000,,,MGT_Single,AGT_Easy,0,0,1,9980002,82b4b8
862302,玄灵道兵,CT_Monster,80012,9980012,,9980012,10000,,,MGT_Single,AGT_Easy,0,0,1,9980012,82b4b8
