id,classid,grade,level,health,attack,defence,crit,toughness,hit,dodge,objectid,number,limit_transform,limit_level,titleid
722,10,1,1,140258,4780,2780,1780,1780,892,892,215504001,12500,0,0,-1
723,10,1,2,140258,4780,2802,1780,1780,892,892,215504001,12500,0,0,-1
724,10,1,3,140258,4780,2802,1802,1780,892,892,215504001,12500,0,0,-1
725,10,1,4,140258,4780,2802,1802,1802,892,892,215504001,12500,0,0,-1
726,10,1,5,140258,4780,2802,1802,1802,903,892,215504001,12500,0,0,-1
727,10,1,6,140258,4780,2802,1802,1802,903,903,215504001,12500,0,0,-1
728,10,1,7,140258,4780,2802,1802,1802,903,903,215504001,12500,0,0,-1
729,10,2,0,140258,4802,2802,1802,1802,903,903,215504001,14000,0,0,-1
730,10,2,1,141346,4802,2802,1802,1802,903,903,215504001,14000,0,0,-1
731,10,2,2,141346,4802,2824,1802,1802,903,903,215504001,14000,0,0,-1
732,10,2,3,141346,4802,2824,1824,1802,903,903,215504001,14000,0,0,-1
733,10,2,4,141346,4802,2824,1824,1824,903,903,215504001,14000,0,0,-1
734,10,2,5,141346,4802,2824,1824,1824,914,903,215504001,14000,0,0,-1
735,10,2,6,141346,4802,2824,1824,1824,914,914,215504001,14000,0,0,-1
736,10,2,7,141346,4802,2824,1824,1824,914,914,215504001,14000,0,0,-1
737,10,3,0,141346,4824,2824,1824,1824,914,914,215504001,15500,0,0,-1
738,10,3,1,142434,4824,2824,1824,1824,914,914,215504001,15500,0,0,-1
739,10,3,2,142434,4824,2846,1824,1824,914,914,215504001,15500,0,0,-1
740,10,3,3,142434,4824,2846,1846,1824,914,914,215504001,15500,0,0,-1
741,10,3,4,142434,4824,2846,1846,1846,914,914,215504001,15500,0,0,-1
742,10,3,5,142434,4824,2846,1846,1846,925,914,215504001,15500,0,0,-1
743,10,3,6,142434,4824,2846,1846,1846,925,925,215504001,15500,0,0,-1
744,10,3,7,142434,4824,2846,1846,1846,925,925,215504001,15500,0,0,-1
745,10,4,0,142434,4846,2846,1846,1846,925,925,215504001,17000,0,0,-1
746,10,4,1,143522,4846,2846,1846,1846,925,925,215504001,17000,0,0,-1
747,10,4,2,143522,4846,2868,1846,1846,925,925,215504001,17000,0,0,-1
748,10,4,3,143522,4846,2868,1868,1846,925,925,215504001,17000,0,0,-1
749,10,4,4,143522,4846,2868,1868,1868,925,925,215504001,17000,0,0,-1
750,10,4,5,143522,4846,2868,1868,1868,936,925,215504001,17000,0,0,-1
751,10,4,6,143522,4846,2868,1868,1868,936,936,215504001,17000,0,0,-1
752,10,4,7,143522,4846,2868,1868,1868,936,936,215504001,17000,0,0,-1
753,10,5,0,143522,4868,2868,1868,1868,936,936,215504001,18500,0,0,-1
754,10,5,1,144610,4868,2868,1868,1868,936,936,215504001,18500,0,0,-1
755,10,5,2,144610,4868,2890,1868,1868,936,936,215504001,18500,0,0,-1
756,10,5,3,144610,4868,2890,1890,1868,936,936,215504001,18500,0,0,-1
757,10,5,4,144610,4868,2890,1890,1890,936,936,215504001,18500,0,0,-1
758,10,5,5,144610,4868,2890,1890,1890,947,936,215504001,18500,0,0,-1
759,10,5,6,144610,4868,2890,1890,1890,947,947,215504001,18500,0,0,-1
760,10,5,7,144610,4868,2890,1890,1890,947,947,215504001,18500,0,0,-1
761,10,6,0,144610,4890,2890,1890,1890,947,947,215504001,20000,0,0,-1
762,10,6,1,145698,4890,2890,1890,1890,947,947,215504001,20000,0,0,-1
763,10,6,2,145698,4890,2912,1890,1890,947,947,215504001,20000,0,0,-1
764,10,6,3,145698,4890,2912,1912,1890,947,947,215504001,20000,0,0,-1
765,10,6,4,145698,4890,2912,1912,1912,947,947,215504001,20000,0,0,-1
766,10,6,5,145698,4890,2912,1912,1912,958,947,215504001,20000,0,0,-1
767,10,6,6,145698,4890,2912,1912,1912,958,958,215504001,20000,0,0,-1
768,10,6,7,145698,4890,2912,1912,1912,958,958,215504001,20000,0,0,-1
769,10,7,0,145698,4912,2912,1912,1912,958,958,215504001,21500,0,0,-1
770,10,7,1,146786,4912,2912,1912,1912,958,958,215504001,21500,0,0,-1
771,10,7,2,146786,4912,2934,1912,1912,958,958,215504001,21500,0,0,-1
772,10,7,3,146786,4912,2934,1934,1912,958,958,215504001,21500,0,0,-1
773,10,7,4,146786,4912,2934,1934,1934,958,958,215504001,21500,0,0,-1
774,10,7,5,146786,4912,2934,1934,1934,969,958,215504001,21500,0,0,-1
775,10,7,6,146786,4912,2934,1934,1934,969,969,215504001,21500,0,0,-1
776,10,7,7,146786,4912,2934,1934,1934,969,969,215504001,21500,0,0,-1
777,10,8,0,146786,4934,2934,1934,1934,969,969,215504001,23000,0,0,-1
778,10,8,1,147874,4934,2934,1934,1934,969,969,215504001,23000,0,0,-1
779,10,8,2,147874,4934,2956,1934,1934,969,969,215504001,23000,0,0,-1
780,10,8,3,147874,4934,2956,1956,1934,969,969,215504001,23000,0,0,-1
781,10,8,4,147874,4934,2956,1956,1956,969,969,215504001,23000,0,0,-1
782,10,8,5,147874,4934,2956,1956,1956,980,969,215504001,23000,0,0,-1
783,10,8,6,147874,4934,2956,1956,1956,980,980,215504001,23000,0,0,-1
784,10,8,7,147874,4934,2956,1956,1956,980,980,215504001,23000,0,0,-1
785,10,9,0,147874,4956,2956,1956,1956,980,980,215504001,24500,0,0,-1
786,10,9,1,148962,4956,2956,1956,1956,980,980,215504001,24500,0,0,-1
787,10,9,2,148962,4956,2978,1956,1956,980,980,215504001,24500,0,0,-1
788,10,9,3,148962,4956,2978,1978,1956,980,980,215504001,24500,0,0,-1
789,10,9,4,148962,4956,2978,1978,1978,980,980,215504001,24500,0,0,-1
790,10,9,5,148962,4956,2978,1978,1978,991,980,215504001,24500,0,0,-1
791,10,9,6,148962,4956,2978,1978,1978,991,991,215504001,24500,0,0,-1
792,10,9,7,148962,4956,2978,1978,1978,991,991,215504001,24500,0,0,-1
793,10,10,0,148962,4978,2978,1978,1978,991,991,215504001,26000,0,0,-1
794,10,10,1,150050,4978,2978,1978,1978,991,991,215504001,26000,0,0,-1
795,10,10,2,150050,4978,3000,1978,1978,991,991,215504001,26000,0,0,-1
796,10,10,3,150050,4978,3000,2000,1978,991,991,215504001,26000,0,0,-1
797,10,10,4,150050,4978,3000,2000,2000,991,991,215504001,26000,0,0,-1
798,10,10,5,150050,4978,3000,2000,2000,1002,991,215504001,26000,0,0,-1
799,10,10,6,150050,4978,3000,2000,2000,1002,1002,215504001,26000,0,0,221552034
800,10,10,7,150050,5000,3000,2000,2000,1002,1002,215505001,0,0,0,-1
