id,monsterid,name,monster_type,level,hp,mp,minattack,maxattack,mindef,maxdef,hitrate,dodgerate,crit,critresistrate,luckyValue,damageadd,damageless,hurtless,finnaldamageladd,skillid,attacktype,followditance,movedistance,relivetime,attackcd,blood,resistbuff,dietimes,share,effect,autorecoverhp,levelup,speed
1063,509020,欲界天魔,2,80,700000,0,3500,3500,0,0,75,400,150,75,0,0,0,0,0,1,0,25,1,0,4000,5,1,0,0,,0,0,3
1064,509101,入侵者,1,25,42000,0,3000,3000,0,0,300,800,600,300,0,0,0,0,0,1,0,25,1,0,4000,1,0,0,0,,0,0,3
1065,509102,入侵者,1,30,59000,0,3000,3000,0,0,300,800,600,300,0,0,0,0,0,1,0,25,1,0,4000,1,0,0,0,,0,0,3
1066,509103,入侵者,1,35,76000,0,3000,3000,0,0,300,800,600,300,0,0,0,0,0,1,0,25,1,0,4000,1,0,0,0,,0,0,3
1067,509104,入侵者,1,40,93000,0,3000,3000,0,0,300,800,600,300,0,0,0,0,0,1,0,25,1,0,4000,1,0,0,0,,0,0,3
1068,509105,金甲兽王,2,45,930000,0,8000,8000,0,0,300,800,600,300,0,0,0,0,0,1,0,25,1,0,4000,3,1,0,0,,0,0,3
1069,509106,入侵者,1,50,110000,0,3000,3000,0,0,300,800,600,300,0,0,0,0,0,1,0,25,1,0,4000,1,0,0,0,,0,0,3
1070,509107,入侵者,1,55,127000,0,3000,3000,0,0,300,800,600,300,0,0,0,0,0,1,0,25,1,0,4000,1,0,0,0,,0,0,3
1071,509108,入侵者,1,60,144000,0,3000,3000,0,0,300,800,600,300,0,0,0,0,0,1,0,25,1,0,4000,1,0,0,0,,0,0,3
1072,509109,入侵者,1,65,161000,0,3000,3000,0,0,300,800,600,300,0,0,0,0,0,1,0,25,1,0,4000,1,0,0,0,,0,0,3
1073,509110,噬魂妖皇,2,70,1610000,0,10000,10000,0,0,300,800,600,300,0,0,0,0,0,1,0,25,1,0,4000,3,1,0,0,,0,0,3
1074,509111,入侵者,1,75,178000,0,3000,3000,0,0,300,800,600,300,0,0,0,0,0,1,0,25,1,0,4000,1,0,0,0,,0,0,3
1075,509112,入侵者,1,80,195000,0,3000,3000,0,0,300,800,600,300,0,0,0,0,0,1,0,25,1,0,4000,1,0,0,0,,0,0,3
1076,509113,入侵者,1,80,212000,0,3000,3000,0,0,300,800,600,300,0,0,0,0,0,1,0,25,1,0,4000,1,0,0,0,,0,0,3
1077,509114,入侵者,1,80,229000,0,3000,3000,0,0,300,800,600,300,0,0,0,0,0,1,0,25,1,0,4000,1,0,0,0,,0,0,3
1078,509115,火焰神魔,2,80,2290000,0,12000,12000,0,0,300,800,600,300,0,0,0,0,0,1,0,25,1,0,4000,4,1,0,0,,0,0,3
1079,509116,入侵者,1,80,246000,0,3000,3000,0,0,300,800,600,300,0,0,0,0,0,1,0,25,1,0,4000,1,0,0,0,,0,0,3
1080,509117,入侵者,1,80,263000,0,3000,3000,0,0,300,800,600,300,0,0,0,0,0,1,0,25,1,0,4000,1,0,0,0,,0,0,3
1081,509118,入侵者,1,80,280000,0,3000,3000,0,0,300,800,600,300,0,0,0,0,0,1,0,25,1,0,4000,1,0,0,0,,0,0,3
1082,509119,入侵者,1,80,297000,0,3000,3000,0,0,300,800,600,300,0,0,0,0,0,1,0,25,1,0,4000,1,0,0,0,,0,0,3
1083,509120,欲界天魔,2,80,2970000,0,14000,14000,0,0,300,800,600,300,0,0,0,0,0,1,0,25,1,0,4000,5,1,0,0,,0,0,3
1084,509201,入侵者,1,25,110000,0,8000,8000,0,0,800,1600,1600,800,0,0,0,0,0,1,0,25,1,0,4000,1,0,0,0,,0,0,3
1085,509202,入侵者,1,30,156000,0,8000,8000,0,0,800,1600,1600,800,0,0,0,0,0,1,0,25,1,0,4000,1,0,0,0,,0,0,3
1086,509203,入侵者,1,35,202000,0,8000,8000,0,0,800,1600,1600,800,0,0,0,0,0,1,0,25,1,0,4000,1,0,0,0,,0,0,3
1087,509204,入侵者,1,40,248000,0,8000,8000,0,0,800,1600,1600,800,0,0,0,0,0,1,0,25,1,0,4000,1,0,0,0,,0,0,3
1088,509205,金甲兽王,2,45,2480000,0,21000,21000,0,0,800,1600,1600,800,0,0,0,0,0,1,0,25,1,0,4000,5,1,0,0,,0,0,3
1089,509206,入侵者,1,50,294000,0,8000,8000,0,0,800,1600,1600,800,0,0,0,0,0,1,0,25,1,0,4000,1,0,0,0,,0,0,3
1090,509207,入侵者,1,55,340000,0,8000,8000,0,0,800,1600,1600,800,0,0,0,0,0,1,0,25,1,0,4000,1,0,0,0,,0,0,3
1091,509208,入侵者,1,60,386000,0,8000,8000,0,0,800,1600,1600,800,0,0,0,0,0,1,0,25,1,0,4000,1,0,0,0,,0,0,3
1092,509209,入侵者,1,65,432000,0,8000,8000,0,0,800,1600,1600,800,0,0,0,0,0,1,0,25,1,0,4000,1,0,0,0,,0,0,3
1093,509210,噬魂妖皇,2,70,4320000,0,26500,26500,0,0,800,1600,1600,800,0,0,0,0,0,1,0,25,1,0,4000,5,1,0,0,,0,0,3
1094,509211,入侵者,1,75,478000,0,8000,8000,0,0,800,1600,1600,800,0,0,0,0,0,1,0,25,1,0,4000,1,0,0,0,,0,0,3
1095,509212,入侵者,1,80,524000,0,8000,8000,0,0,800,1600,1600,800,0,0,0,0,0,1,0,25,1,0,4000,1,0,0,0,,0,0,3
1096,509213,入侵者,1,80,570000,0,8000,8000,0,0,800,1600,1600,800,0,0,0,0,0,1,0,25,1,0,4000,1,0,0,0,,0,0,3
1097,509214,入侵者,1,80,616000,0,8000,8000,0,0,800,1600,1600,800,0,0,0,0,0,1,0,25,1,0,4000,1,0,0,0,,0,0,3
1098,509215,火焰神魔,2,80,6160000,0,32000,32000,0,0,800,1600,1600,800,0,0,0,0,0,1,0,25,1,0,4000,5,1,0,0,,0,0,3
1099,509216,入侵者,1,80,662000,0,8000,8000,0,0,800,1600,1600,800,0,0,0,0,0,1,0,25,1,0,4000,1,0,0,0,,0,0,3
1100,509217,入侵者,1,80,708000,0,8000,8000,0,0,800,1600,1600,800,0,0,0,0,0,1,0,25,1,0,4000,1,0,0,0,,0,0,3
1101,509218,入侵者,1,80,754000,0,8000,8000,0,0,800,1600,1600,800,0,0,0,0,0,1,0,25,1,0,4000,1,0,0,0,,0,0,3
1102,509219,入侵者,1,80,800000,0,8000,8000,0,0,800,1600,1600,800,0,0,0,0,0,1,0,25,1,0,4000,1,0,0,0,,0,0,3
1103,509220,欲界天魔,2,80,8000000,0,37500,37500,0,0,800,1600,1600,800,0,0,0,0,0,1,0,25,1,0,4000,5,1,0,0,,0,0,3
1104,90301,巡游花车,1,70,27000000,0,1,1,1,1,1,800,1,400,0,0,0,0,0,1,2,9999999,9999999,0,4000,-1,0,0,0,,0,0,3
1105,9060001,除暴侦查使,5,99,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1800,0,,0,0,3
1106,9060002,除暴侦查使,5,99,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1800,0,,0,0,3
1107,9060003,除暴侦查使,5,99,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1800,0,,0,0,3
1108,9060004,除暴侦查使,5,99,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1800,0,,0,0,3
1109,9060005,除暴侦查使,5,99,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1800,0,,0,0,3
1110,9060006,除暴侦查使,5,99,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1800,0,,0,0,3
1111,9060007,除暴侦查使,5,99,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1800,0,,0,0,3
1112,9060008,除暴侦查使,5,99,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1800,0,,0,0,3
1113,9060009,除暴侦查使,5,99,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1800,0,,0,0,3
1114,9060010,除暴侦查使,5,99,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1800,0,,0,0,3
1115,9060011,除暴侦查使,5,99,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1800,0,,0,0,3
1116,9060012,除暴侦查使,5,99,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1800,0,,0,0,3
1117,9060013,除暴侦查使,5,99,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1800,0,,0,0,3
1118,9060014,除暴侦查使,5,99,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1800,0,,0,0,3
1119,9060015,除暴侦查使,5,99,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1800,0,,0,0,3
1120,9060016,除暴侦查使,5,99,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1800,0,,0,0,3
1121,9060017,除暴侦查使,5,99,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1800,0,,0,0,3
1122,9060018,除暴侦查使,5,99,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1800,0,,0,0,3
1123,9060019,除暴侦查使,5,99,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1800,0,,0,0,3
1124,9060020,除暴侦查使,5,99,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1800,0,,0,0,3
1125,9060021,除暴侦查使,5,99,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1800,0,,0,0,3
1126,9060022,除暴侦查使,5,99,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1800,0,,0,0,3
1127,9060023,除暴侦查使,5,99,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1800,0,,0,0,3
1128,9060024,除暴侦查使,5,99,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1800,0,,0,0,3
1129,9060025,除暴侦查使,5,99,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1800,0,,0,0,3
1130,9060026,除暴侦查使,5,99,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1800,0,,0,0,3
1131,9060027,除暴侦查使,5,99,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1800,0,,0,0,3
1132,9060028,除暴侦查使,5,99,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1800,0,,0,0,3
1133,9060029,除暴侦查使,5,99,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1800,0,,0,0,3
1134,9060030,除暴侦查使,5,99,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1800,0,,0,0,3
1135,9060031,平乱侦查使,6,99,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,,0,0,3
1136,9060032,平乱侦查使,6,99,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,,0,0,3
1137,9060033,平乱侦查使,6,99,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,,0,0,3
1138,9060034,平乱侦查使,6,99,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,,0,0,3
1139,9060035,平乱侦查使,6,99,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,,0,0,3
1140,9060036,平乱侦查使,6,99,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,,0,0,3
1141,9060037,平乱侦查使,6,99,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,,0,0,3
1142,9060038,平乱侦查使,6,99,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,,0,0,3
1143,9060039,平乱侦查使,6,99,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,,0,0,3
1144,9060040,平乱侦查使,6,99,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,,0,0,3
1145,9060041,平乱侦查使,6,99,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,,0,0,3
1146,9060042,平乱侦查使,6,99,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,,0,0,3
1147,9060043,平乱侦查使,6,99,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,,0,0,3
1148,9060044,平乱侦查使,6,99,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,,0,0,3
1149,9060045,平乱侦查使,6,99,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,,0,0,3
1150,9060046,平乱侦查使,6,99,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,,0,0,3
1151,9060047,平乱侦查使,6,99,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,,0,0,3
1152,9060048,平乱侦查使,6,99,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,,0,0,3
1153,9060049,平乱侦查使,6,99,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,,0,0,3
1154,9060050,平乱侦查使,6,99,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,,0,0,3
1155,9060051,平乱侦查使,6,99,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,,0,0,3
1156,9060052,平乱侦查使,6,99,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,,0,0,3
1157,9060053,平乱侦查使,6,99,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,,0,0,3
1158,9060054,平乱侦查使,6,99,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,,0,0,3
1159,9060055,平乱侦查使,6,99,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,,0,0,3
1160,9060056,平乱侦查使,6,99,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,,0,0,3
1161,9060057,平乱侦查使,6,99,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,,0,0,3
1162,9060058,平乱侦查使,6,99,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,,0,0,3
1163,9060059,平乱侦查使,6,99,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,,0,0,3
1164,9060060,平乱侦查使,6,99,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,,0,0,3
1165,9060061,平乱侦查使,6,99,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,,0,0,3
1166,9060062,平乱侦查使,6,99,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,,0,0,3
1167,9060063,平乱侦查使,6,99,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,,0,0,3
1168,9060064,平乱侦查使,6,99,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,,0,0,3
1169,9060065,平乱侦查使,6,99,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,,0,0,3
1170,9060066,平乱侦查使,6,99,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,,0,0,3
1171,9060067,平乱侦查使,6,99,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,,0,0,3
1172,9060068,平乱侦查使,6,99,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,,0,0,3
1173,9060069,平乱侦查使,6,99,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,,0,0,3
1174,9060070,平乱侦查使,6,99,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,,0,0,3
1175,9060071,除暴侦查使,5,99,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1800,0,,0,0,3
1176,9060072,除暴侦查使,5,99,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1800,0,,0,0,3
1177,9060073,除暴侦查使,5,99,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1800,0,,0,0,3
1178,9060074,除暴侦查使,5,99,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1800,0,,0,0,3
1179,9060075,除暴侦查使,5,99,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1800,0,,0,0,3
1180,9060076,除暴侦查使,5,99,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1800,0,,0,0,3
1181,9060077,除暴侦查使,5,99,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1800,0,,0,0,3
1182,9060078,除暴侦查使,5,99,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1800,0,,0,0,3
1183,9060079,除暴侦查使,5,99,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1800,0,,0,0,3
1184,9060080,除暴侦查使,5,99,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1800,0,,0,0,3
1185,9060081,除暴侦查使,5,99,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1800,0,,0,0,3
1186,9060082,除暴侦查使,5,99,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1800,0,,0,0,3
1187,9060083,除暴侦查使,5,99,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1800,0,,0,0,3
1188,9060084,除暴侦查使,5,99,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1800,0,,0,0,3
1189,9060085,除暴侦查使,5,99,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1800,0,,0,0,3
1190,9060086,除暴侦查使,5,99,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1800,0,,0,0,3
1191,9060087,除暴侦查使,5,99,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1800,0,,0,0,3
1192,9060088,除暴侦查使,5,99,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1800,0,,0,0,3
1193,9060089,除暴侦查使,5,99,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1800,0,,0,0,3
1194,9060090,除暴侦查使,5,99,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1800,0,,0,0,3
1195,9060091,除暴侦查使,5,99,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1800,0,,0,0,3
1196,9060092,除暴侦查使,5,99,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1800,0,,0,0,3
1197,9060093,除暴侦查使,5,99,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1800,0,,0,0,3
1198,9060094,除暴侦查使,5,99,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1800,0,,0,0,3
1199,9060095,除暴侦查使,5,99,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1800,0,,0,0,3
1200,9060096,除暴侦查使,5,99,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1800,0,,0,0,3
1201,9060097,除暴侦查使,5,99,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1800,0,,0,0,3
1202,9060098,除暴侦查使,5,99,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1800,0,,0,0,3
1203,9060099,除暴侦查使,5,99,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1800,0,,0,0,3
1204,9060100,除暴侦查使,5,99,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1800,0,,0,0,3
1205,9070001,挑战使者一,9,99,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,,0,0,3
1206,9070002,挑战使者二,9,99,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,,0,0,3
1207,9070003,挑战使者三,9,99,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,,0,0,3
1208,9070004,挑战使者四,9,99,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,,0,0,3
1209,9070005,挑战使者五,9,99,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,,0,0,3
1210,911001,赤芒蛇,1,30,6400,0,300,300,0,0,50,300,100,50,0,0,0,0,0,1,0,9,0,0,4000,1,0,0,0,,0,0,3
1211,911002,苍尾狸,1,30,6400,0,300,300,0,0,50,300,100,50,0,0,0,0,0,1,1,9,0,0,4000,1,0,0,0,,0,0,3
1212,911003,翠角犀,1,30,6400,0,300,300,0,0,50,300,100,50,0,0,0,0,0,1,1,9,0,0,4000,1,0,0,0,,0,0,3
1213,911004,青金猿,1,30,6400,0,300,300,0,0,50,300,100,50,0,0,0,0,0,1,1,9,0,0,4000,1,0,0,0,,0,0,3
1214,911005,牛鬼面,1,30,6400,0,300,300,0,0,50,300,100,50,0,0,0,0,0,1,1,9,0,0,4000,1,0,0,0,,0,0,3
1215,911099,狂暴兽王,2,30,32000,0,600,600,0,0,50,300,100,50,0,0,0,0,0,1,1,10,0,0,4000,5,1,0,0,,0,0,3
1216,911101,盗宝邪修,1,30,6400,0,300,300,0,0,50,300,100,50,0,0,0,0,0,1,0,9,0,0,4000,1,0,0,0,,0,0,3
1217,911102,无胆匪类,1,30,6400,0,300,300,0,0,50,300,100,50,0,0,0,0,0,1,1,9,0,0,4000,1,0,0,0,,0,0,3
1218,911103,采花大盗,1,30,6400,0,300,300,0,0,50,300,100,50,0,0,0,0,0,1,1,9,0,0,4000,1,0,0,0,,0,0,3
1219,911104,飞天女贼,1,30,6400,0,300,300,0,0,50,300,100,50,0,0,0,0,0,1,1,9,0,0,4000,1,0,0,0,,0,0,3
1220,911105,江洋大盗,1,30,6400,0,300,300,0,0,50,300,100,50,0,0,0,0,0,1,1,9,0,0,4000,1,0,0,0,,0,0,3
1221,911199,盗贼匪首,2,30,32000,0,600,600,0,0,50,300,100,50,0,0,0,0,0,1,1,10,0,0,4000,5,1,0,0,,0,0,3
1222,912001,赤芒蛇,1,40,14000,0,1000,1000,0,0,100,500,200,100,0,0,0,0,0,1,0,9,0,0,4000,1,0,0,0,,0,0,3
1223,912002,苍尾狸,1,40,14000,0,1000,1000,0,0,100,500,200,100,0,0,0,0,0,1,1,9,0,0,4000,1,0,0,0,,0,0,3
1224,912003,翠角犀,1,40,14000,0,1000,1000,0,0,100,500,200,100,0,0,0,0,0,1,1,9,0,0,4000,1,0,0,0,,0,0,3
1225,912004,青金猿,1,40,14000,0,1000,1000,0,0,100,500,200,100,0,0,0,0,0,1,1,9,0,0,4000,1,0,0,0,,0,0,3
1226,912005,牛鬼面,1,40,14000,0,1000,1000,0,0,100,500,200,100,0,0,0,0,0,1,1,9,0,0,4000,1,0,0,0,,0,0,3
1227,912099,狂暴兽王,2,40,70000,0,2000,2000,0,0,100,500,200,100,0,0,0,0,0,1,1,10,0,0,4000,5,1,0,0,,0,0,3
1228,912101,盗宝邪修,1,40,14000,0,1000,1000,0,0,100,500,200,100,0,0,0,0,0,1,0,9,0,0,4000,1,0,0,0,,0,0,3
1229,912102,无胆匪类,1,40,14000,0,1000,1000,0,0,100,500,200,100,0,0,0,0,0,1,1,9,0,0,4000,1,0,0,0,,0,0,3
1230,912103,采花大盗,1,40,14000,0,1000,1000,0,0,100,500,200,100,0,0,0,0,0,1,1,9,0,0,4000,1,0,0,0,,0,0,3
1231,912104,飞天女贼,1,40,14000,0,1000,1000,0,0,100,500,200,100,0,0,0,0,0,1,1,9,0,0,4000,1,0,0,0,,0,0,3
1232,912105,江洋大盗,1,40,14000,0,1000,1000,0,0,100,500,200,100,0,0,0,0,0,1,1,9,0,0,4000,1,0,0,0,,0,0,3
1233,912199,盗贼匪首,2,40,70000,0,2000,2000,0,0,100,500,200,100,0,0,0,0,0,1,1,10,0,0,4000,5,1,0,0,,0,0,3
1234,913001,赤芒蛇,1,50,34000,0,2600,2600,0,0,300,800,600,300,0,0,0,0,0,1,0,9,0,0,4000,1,0,0,0,,0,0,3
1235,913002,苍尾狸,1,50,34000,0,2600,2600,0,0,300,800,600,300,0,0,0,0,0,1,1,9,0,0,4000,1,0,0,0,,0,0,3
1236,913003,翠角犀,1,50,34000,0,2600,2600,0,0,300,800,600,300,0,0,0,0,0,1,1,9,0,0,4000,1,0,0,0,,0,0,3
1237,913004,青金猿,1,50,34000,0,2600,2600,0,0,300,800,600,300,0,0,0,0,0,1,1,9,0,0,4000,1,0,0,0,,0,0,3
1238,913005,牛鬼面,1,50,34000,0,2600,2600,0,0,300,800,600,300,0,0,0,0,0,1,1,9,0,0,4000,1,0,0,0,,0,0,3
1239,913099,狂暴兽王,2,50,170000,0,5200,5200,0,0,300,800,600,300,0,0,0,0,0,1,1,10,0,0,4000,5,1,0,0,,0,0,3
