id,copyid,name,chapterid,chapter_name,fighting,copy_rank,battletype,limitlevel,parentcopyid,copy_xmlname,copy_icon,copy_type,music,copykind,pet,ride,recover,near,broadcast,notifytype,battleover,map,assistant,locked_range,change_range,kind
297,70132,轮回塔三十二层,707,恶业道,2000000,32,135,33,70131,LHT7-2.txt,-1,1,pve.ogg,CK_CLIMBTOWER,1,1,4,0,50,0,0,-1,0,100,8,2
298,70133,轮回塔三十三层,707,恶业道,2300000,33,135,33,70132,LHT7-3.txt,-1,1,pve.ogg,CK_CLIMBTOWER,1,1,4,0,50,0,0,-1,0,100,8,2
299,70134,轮回塔三十四层,707,恶业道,3000000,34,135,33,70133,LHT7-4.txt,-1,1,pve.ogg,CK_CLIMBTOWER,1,1,4,0,50,0,0,-1,0,100,8,2
300,70135,轮回塔三十五层,707,恶业道,4300000,35,135,33,70134,LHT7-5.txt,-1,1,pve.ogg,CK_CLIMBTOWER,1,1,4,0,50,0,0,-1,0,100,8,2
301,70136,轮回塔三十六层,708,善业道,2300000,36,135,33,70135,LHT8-1.txt,-1,1,pve.ogg,CK_CLIMBTOWER,1,1,4,0,50,0,0,-1,0,100,8,2
302,70137,轮回塔三十七层,708,善业道,3000000,37,135,33,70136,LHT8-2.txt,-1,1,pve.ogg,CK_CLIMBTOWER,1,1,4,0,50,0,0,-1,0,100,8,2
303,70138,轮回塔三十八层,708,善业道,4300000,38,135,33,70137,LHT8-3.txt,-1,1,pve.ogg,CK_CLIMBTOWER,1,1,4,0,50,0,0,-1,0,100,8,2
304,70139,轮回塔三十九层,708,善业道,5300000,39,135,33,70138,LHT8-4.txt,-1,1,pve.ogg,CK_CLIMBTOWER,1,1,4,0,50,0,0,-1,0,100,8,2
305,70140,轮回塔四十层,708,善业道,6300000,40,135,33,70139,LHT8-5.txt,-1,1,pve.ogg,CK_CLIMBTOWER,1,1,4,0,50,0,0,-1,0,100,8,2
306,80444,极速挑战(副本一),816,极速挑战,0,1,148,1,-1,ZMHD-1.txt,-1,2,pve.ogg,CK_WEEKENDACT,1,1,2,0,50,5,1,-1,0,100,8,2
307,80445,极速挑战(副本二),816,极速挑战,0,2,148,1,80444,ZMHD-2.txt,-1,2,pve.ogg,CK_WEEKENDACT,1,1,2,0,50,5,1,-1,0,100,8,2
308,80446,极速挑战(副本三),816,极速挑战,0,3,148,1,80445,ZMHD-3.txt,-1,2,pve.ogg,CK_WEEKENDACT,1,1,2,0,50,5,1,-1,0,100,8,2
309,80447,极速挑战(副本四),816,极速挑战,0,4,148,1,80446,ZMHD-4.txt,-1,2,pve.ogg,CK_WEEKENDACT,1,1,2,0,50,5,1,-1,0,100,8,2
310,80448,极速挑战(副本五),816,极速挑战,0,5,148,1,80447,ZMHD-5.txt,-1,2,pvp.ogg,CK_WEEKENDACT,1,1,2,0,50,5,1,-1,0,100,8,2
311,80441,异界虚空一层,815,异界虚空,0,1,147,1,-1,YJXK-1.txt,80441,1,pvp.ogg,CK_HOLLOW,1,1,1,1,50,0,0,1,0,14,10,1
312,80442,异界虚空二层,815,异界虚空,0,1,147,1,-1,YJXK-2.txt,80442,1,pvp.ogg,CK_HOLLOW,1,1,1,1,50,0,0,1,0,14,10,1
313,80443,异界虚空三层,815,异界虚空,0,1,147,1,-1,YJXK-3.txt,80443,1,pvp.ogg,CK_HOLLOW,1,1,1,1,50,0,0,1,0,14,10,1
314,80449,绝地乱斗,816,绝地乱斗,0,1,149,1,-1,YW2-3.txt,80449,1,pvp.ogg,CK_DEATHFIGHT,1,0,4,0,50,0,0,1,0,50,10,3
315,80450,武道大会,817,武道大会,0,1,150,1,-1,WDH-1.txt,-1,1,pve.ogg,CK_MARTIAL,1,0,4,0,50,0,0,-1,0,100,8,3
316,80423,荒古神域,807,荒古神域,0,1,134,1,-1,YW1-6.txt,80423,1,pvp.ogg,CK_FINALBOSS,1,1,2,0,50,0,0,1,0,14,10,3
