id,profession,equipid,equipsuit,equipplace,hp,minAttack,maxAttack,minDef,maxDef,strengthmax,kind,fire,ice,poison,dark,wind,resistance,atk_percent
685,1,142155200,1,5,108000,0,0,0,0,32,1,0,0,0,0,0,0,0
686,1,145151170,1,1,0,0,0,81,189,32,1,0,0,0,0,0,0,0
687,3,143152370,1,2,37800,0,0,453,1058,32,1,0,0,0,0,0,0,0
688,3,145155370,1,5,8100,0,0,0,0,32,1,0,0,0,0,0,0,0
689,1,143155170,1,5,37800,0,0,0,0,32,1,0,0,0,0,0,0,0
690,3,145158370,2,8,0,113,264,0,0,32,1,0,0,0,0,0,0,0
691,2,144155270,1,5,16200,0,0,0,0,32,1,0,0,0,0,0,0,0
692,3,145153370,1,3,4050,0,0,48,113,32,1,0,0,0,0,0,0,0
693,2,144160270,2,10,0,194,453,0,0,32,1,0,0,0,0,0,0,0
694,2,145152270,1,2,8100,0,0,97,226,32,1,0,0,0,0,0,0,0
695,3,145160370,2,10,0,97,226,0,0,32,1,0,0,0,0,0,0,0
696,2,145151270,1,1,0,0,0,81,189,32,1,0,0,0,0,0,0,0
697,1,142156150,1,6,36000,0,0,0,0,32,1,0,0,0,0,0,0,0
698,3,142161370,2,11,0,1944,4536,0,0,32,1,0,0,0,0,0,0,0
699,3,143151370,1,1,0,0,0,378,882,32,1,0,0,0,0,0,0,0
700,3,144151370,1,1,0,0,0,162,378,32,1,0,0,0,0,0,0,0
701,1,142156160,1,6,45000,0,0,0,0,32,1,0,0,0,0,0,0,0
702,2,142155270,1,5,64800,0,0,0,0,32,1,0,0,0,0,0,0,0
703,1,143162170,2,12,0,604,1411,0,0,32,1,0,0,0,0,0,0,0
704,2,142160270,2,10,0,777,1814,0,0,32,1,0,0,0,0,0,0,0
705,1,144161170,2,11,0,486,1134,0,0,32,1,0,0,0,0,0,0,0
706,1,144151170,1,1,0,0,0,162,378,32,1,0,0,0,0,0,0,0
707,3,142152370,1,2,64800,0,0,777,1814,32,1,0,0,0,0,0,0,0
708,2,144158270,2,8,0,226,529,0,0,32,1,0,0,0,0,0,0,0
709,1,142156170,1,6,54000,0,0,0,0,32,1,0,0,0,0,0,0,0
710,3,145151370,1,1,0,0,0,81,189,32,1,0,0,0,0,0,0,0
711,3,144159370,2,9,0,194,453,0,0,32,1,0,0,0,0,0,0,0
712,2,145162270,2,12,0,129,302,0,0,32,1,0,0,0,0,0,0,0
713,1,145155170,1,5,8100,0,0,0,0,32,1,0,0,0,0,0,0,0
714,1,143151170,1,1,0,0,0,378,882,32,1,0,0,0,0,0,0,0
715,2,143160270,2,10,0,453,1058,0,0,32,1,0,0,0,0,0,0,0
716,2,142152270,1,2,64800,0,0,777,1814,32,1,0,0,0,0,0,0,0
717,3,144162370,2,12,0,259,604,0,0,32,1,0,0,0,0,0,0,0
718,2,142156270,1,6,54000,0,0,0,0,32,1,0,0,0,0,0,0,0
719,1,144158170,2,8,0,226,529,0,0,32,1,0,0,0,0,0,0,0
720,1,143156170,1,6,31500,0,0,0,0,32,1,0,0,0,0,0,0,0
721,1,144153170,1,3,8100,0,0,97,226,32,1,0,0,0,0,0,0,0
722,3,144158370,2,8,0,226,529,0,0,32,1,0,0,0,0,0,0,0
723,2,145159270,2,9,0,97,226,0,0,32,1,0,0,0,0,0,0,0
724,2,144159270,2,9,0,194,453,0,0,32,1,0,0,0,0,0,0,0
725,3,143155370,1,5,37800,0,0,0,0,32,1,0,0,0,0,0,0,0
726,2,145155270,1,5,8100,0,0,0,0,32,1,0,0,0,0,0,0,0
727,1,142156180,1,6,63000,0,0,0,0,32,1,0,0,0,0,0,0,0
728,2,145158270,2,8,0,113,264,0,0,32,1,0,0,0,0,0,0,0
729,2,142153270,1,3,32400,0,0,388,907,32,1,0,0,0,0,0,0,0
730,1,145153170,1,3,4050,0,0,48,113,32,1,0,0,0,0,0,0,0
731,1,145161170,2,11,0,243,567,0,0,32,1,0,0,0,0,0,0,0
732,3,144155370,1,5,16200,0,0,0,0,32,1,0,0,0,0,0,0,0
733,3,145152370,1,2,8100,0,0,97,226,32,1,0,0,0,0,0,0,0
734,2,142159270,2,9,0,777,1814,0,0,32,1,0,0,0,0,0,0,0
735,2,143151270,1,1,0,0,0,378,882,32,1,0,0,0,0,0,0,0
736,1,142156190,1,6,76500,0,0,0,0,32,1,0,0,0,0,0,0,0
737,2,144162270,2,12,0,259,604,0,0,32,1,0,0,0,0,0,0,0
738,2,143162270,2,12,0,604,1411,0,0,32,1,0,0,0,0,0,0,0
739,3,143160370,2,10,0,453,1058,0,0,32,1,0,0,0,0,0,0,0
740,1,143160170,2,10,0,453,1058,0,0,32,1,0,0,0,0,0,0,0
741,1,144162170,2,12,0,259,604,0,0,32,1,0,0,0,0,0,0,0
742,3,144152370,1,2,16200,0,0,194,453,32,1,0,0,0,0,0,0,0
743,2,143153270,1,3,18900,0,0,226,529,32,1,0,0,0,0,0,0,0
744,2,145161270,2,11,0,243,567,0,0,32,1,0,0,0,0,0,0,0
745,2,142158270,2,8,0,907,2116,0,0,32,1,0,0,0,0,0,0,0
746,3,145162370,2,12,0,129,302,0,0,32,1,0,0,0,0,0,0,0
747,1,145158170,2,8,0,113,264,0,0,32,1,0,0,0,0,0,0,0
748,1,144156170,1,6,13500,0,0,0,0,32,1,0,0,0,0,0,0,0
749,3,145156370,1,6,6750,0,0,0,0,32,1,0,0,0,0,0,0,0
750,1,145162170,2,12,0,129,302,0,0,32,1,0,0,0,0,0,0,0
751,2,145160270,2,10,0,97,226,0,0,32,1,0,0,0,0,0,0,0
752,3,143158370,2,8,0,529,1234,0,0,32,1,0,0,0,0,0,0,0
753,1,143161170,2,11,0,1134,2646,0,0,32,1,0,0,0,0,0,0,0
754,2,144156270,1,6,13500,0,0,0,0,32,1,0,0,0,0,0,0,0
755,1,142156200,1,6,90000,0,0,0,0,32,1,0,0,0,0,0,0,0
756,1,144159170,2,9,0,194,453,0,0,32,1,0,0,0,0,0,0,0
757,2,142161280,2,11,0,2268,5292,0,0,32,1,0,0,0,0,0,0,0
758,3,142162380,2,12,0,1209,2822,0,0,32,1,0,0,0,0,0,0,0
759,3,142153380,1,3,37800,0,0,453,1058,32,1,0,0,0,0,0,0,0
760,1,145156180,1,6,7875,0,0,0,0,32,1,0,0,0,0,0,0,0
761,1,145152180,1,2,9450,0,0,113,264,32,1,0,0,0,0,0,0,0
762,3,145155380,1,5,9450,0,0,0,0,32,1,0,0,0,0,0,0,0
763,3,144156380,1,6,15750,0,0,0,0,32,1,0,0,0,0,0,0,0
764,3,145158380,2,8,0,132,308,0,0,32,1,0,0,0,0,0,0,0
765,3,144153380,1,3,9450,0,0,113,264,32,1,0,0,0,0,0,0,0
766,3,145159380,2,9,0,113,264,0,0,32,1,0,0,0,0,0,0,0
767,2,142162280,2,12,0,1209,2822,0,0,32,1,0,0,0,0,0,0,0
768,2,145156280,1,6,7875,0,0,0,0,32,1,0,0,0,0,0,0,0
769,1,143152180,1,2,44100,0,0,529,1234,32,1,0,0,0,0,0,0,0
770,3,145161380,2,11,0,283,660,0,0,32,1,0,0,0,0,0,0,0
771,2,143152280,1,2,44100,0,0,529,1234,32,1,0,0,0,0,0,0,0
772,1,143158180,2,8,0,617,1440,0,0,32,1,0,0,0,0,0,0,0
773,1,145160180,2,10,0,113,264,0,0,32,1,0,0,0,0,0,0,0
774,2,143161280,2,11,0,1323,3087,0,0,32,1,0,0,0,0,0,0,0
775,3,143162380,2,12,0,705,1646,0,0,32,1,0,0,0,0,0,0,0
776,2,144161280,2,11,0,567,1323,0,0,32,1,0,0,0,0,0,0,0
777,3,143153380,1,3,22050,0,0,264,617,32,1,0,0,0,0,0,0,0
778,1,144160180,2,10,0,226,529,0,0,32,1,0,0,0,0,0,0,0
779,2,145162280,2,12,0,151,352,0,0,32,1,0,0,0,0,0,0,0
780,3,142156380,1,6,63000,0,0,0,0,32,1,0,0,0,0,0,0,0
781,3,142159380,2,9,0,907,2116,0,0,32,1,0,0,0,0,0,0,0
782,2,145152280,1,2,9450,0,0,113,264,32,1,0,0,0,0,0,0,0
783,2,143159280,2,9,0,529,1234,0,0,32,1,0,0,0,0,0,0,0
784,1,144152180,1,2,18900,0,0,226,529,32,1,0,0,0,0,0,0,0
785,3,144161380,2,11,0,567,1323,0,0,32,1,0,0,0,0,0,0,0
786,2,145153280,1,3,4725,0,0,56,131,32,1,0,0,0,0,0,0,0
787,3,142158380,2,8,0,1058,2469,0,0,32,1,0,0,0,0,0,0,0
788,1,145159180,2,9,0,113,264,0,0,32,1,0,0,0,0,0,0,0
789,3,143159380,2,9,0,529,1234,0,0,32,1,0,0,0,0,0,0,0
790,2,142151280,1,1,0,0,0,756,1764,32,1,0,0,0,0,0,0,0
791,2,144152280,1,2,18900,0,0,226,529,32,1,0,0,0,0,0,0,0
792,3,144160380,2,10,0,226,529,0,0,32,1,0,0,0,0,0,0,0
793,3,142151380,1,1,0,0,0,756,1764,32,1,0,0,0,0,0,0,0
794,2,144153280,1,3,9450,0,0,113,264,32,1,0,0,0,0,0,0,0
795,2,143156280,1,6,36750,0,0,0,0,32,1,0,0,0,0,0,0,0
796,3,142161380,2,11,0,2268,5292,0,0,32,1,0,0,0,0,0,0,0
797,1,144153180,1,3,9450,0,0,113,264,32,1,0,0,0,0,0,0,0
798,2,142159280,2,9,0,907,2116,0,0,32,1,0,0,0,0,0,0,0
799,2,143155280,1,5,44100,0,0,0,0,32,1,0,0,0,0,0,0,0
800,3,142160380,2,10,0,907,2116,0,0,32,1,0,0,0,0,0,0,0
801,3,144152380,1,2,18900,0,0,226,529,32,1,0,0,0,0,0,0,0
802,1,145151180,1,1,0,0,0,94,219,32,1,0,0,0,0,0,0,0
803,3,143152380,1,2,44100,0,0,529,1234,32,1,0,0,0,0,0,0,0
804,2,143158280,2,8,0,617,1440,0,0,32,1,0,0,0,0,0,0,0
805,1,143155180,1,5,44100,0,0,0,0,32,1,0,0,0,0,0,0,0
806,2,144155280,1,5,18900,0,0,0,0,32,1,0,0,0,0,0,0,0
807,3,145153380,1,3,4725,0,0,56,131,32,1,0,0,0,0,0,0,0
808,2,144160280,2,10,0,226,529,0,0,32,1,0,0,0,0,0,0,0
809,3,145160380,2,10,0,113,264,0,0,32,1,0,0,0,0,0,0,0
810,2,145151280,1,1,0,0,0,94,219,32,1,0,0,0,0,0,0,0
811,3,143156380,1,6,36750,0,0,0,0,32,1,0,0,0,0,0,0,0
812,3,143151380,1,1,0,0,0,441,1029,32,1,0,0,0,0,0,0,0
813,3,144151380,1,1,0,0,0,189,441,32,1,0,0,0,0,0,0,0
814,1,142158150,2,8,0,604,1411,0,0,32,1,0,0,0,0,0,0,0
815,2,142155280,1,5,75600,0,0,0,0,32,1,0,0,0,0,0,0,0
816,1,143162180,2,12,0,705,1646,0,0,32,1,0,0,0,0,0,0,0
817,2,143153280,1,3,22050,0,0,264,617,32,1,0,0,0,0,0,0,0
818,1,144151180,1,1,0,0,0,189,441,32,1,0,0,0,0,0,0,0
819,3,142152380,1,2,75600,0,0,907,2116,32,1,0,0,0,0,0,0,0
820,1,143159180,2,9,0,529,1234,0,0,32,1,0,0,0,0,0,0,0
821,2,144158280,2,8,0,264,617,0,0,32,1,0,0,0,0,0,0,0
822,1,142158160,2,8,0,756,1764,0,0,32,1,0,0,0,0,0,0,0
823,1,145155180,1,5,9450,0,0,0,0,32,1,0,0,0,0,0,0,0
824,2,143160280,2,10,0,529,1234,0,0,32,1,0,0,0,0,0,0,0
825,2,142152280,1,2,75600,0,0,907,2116,32,1,0,0,0,0,0,0,0
826,1,143153180,1,3,22050,0,0,264,617,32,1,0,0,0,0,0,0,0
827,2,144151280,1,1,0,0,0,189,441,32,1,0,0,0,0,0,0,0
828,3,144162380,2,12,0,302,705,0,0,32,1,0,0,0,0,0,0,0
829,1,144158180,2,8,0,264,617,0,0,32,1,0,0,0,0,0,0,0
830,1,143156180,1,6,36750,0,0,0,0,32,1,0,0,0,0,0,0,0
831,1,142158170,2,8,0,907,2116,0,0,32,1,0,0,0,0,0,0,0
832,3,142155380,1,5,75600,0,0,0,0,32,1,0,0,0,0,0,0,0
833,3,144158380,2,8,0,264,617,0,0,32,1,0,0,0,0,0,0,0
834,3,145151380,1,1,0,0,0,94,219,32,1,0,0,0,0,0,0,0
835,1,144162180,2,12,0,302,705,0,0,32,1,0,0,0,0,0,0,0
836,1,143151180,1,1,0,0,0,441,1029,32,1,0,0,0,0,0,0,0
837,2,145159280,2,9,0,113,264,0,0,32,1,0,0,0,0,0,0,0
838,2,144159280,2,9,0,226,529,0,0,32,1,0,0,0,0,0,0,0
839,3,143155380,1,5,44100,0,0,0,0,32,1,0,0,0,0,0,0,0
840,2,145155280,1,5,9450,0,0,0,0,32,1,0,0,0,0,0,0,0
841,1,142158180,2,8,0,1058,2469,0,0,32,1,0,0,0,0,0,0,0
842,2,145158280,2,8,0,132,308,0,0,32,1,0,0,0,0,0,0,0
843,2,142153280,1,3,37800,0,0,453,1058,32,1,0,0,0,0,0,0,0
844,1,145153180,1,3,4725,0,0,56,131,32,1,0,0,0,0,0,0,0
845,1,145161180,2,11,0,283,660,0,0,32,1,0,0,0,0,0,0,0
846,3,144155380,1,5,18900,0,0,0,0,32,1,0,0,0,0,0,0,0
847,3,145152380,1,2,9450,0,0,113,264,32,1,0,0,0,0,0,0,0
848,3,143158380,2,8,0,617,1440,0,0,32,1,0,0,0,0,0,0,0
849,1,142158190,2,8,0,1285,2998,0,0,32,1,0,0,0,0,0,0,0
850,2,143151280,1,1,0,0,0,441,1029,32,1,0,0,0,0,0,0,0
851,2,144162280,2,12,0,302,705,0,0,32,1,0,0,0,0,0,0,0
852,2,145160280,2,10,0,113,264,0,0,32,1,0,0,0,0,0,0,0
853,1,144155180,1,5,18900,0,0,0,0,32,1,0,0,0,0,0,0,0
854,3,143161380,2,11,0,1323,3087,0,0,32,1,0,0,0,0,0,0,0
855,3,143160380,2,10,0,529,1234,0,0,32,1,0,0,0,0,0,0,0
856,2,143162280,2,12,0,705,1646,0,0,32,1,0,0,0,0,0,0,0
857,1,143160180,2,10,0,529,1234,0,0,32,1,0,0,0,0,0,0,0
858,2,145161280,2,11,0,283,660,0,0,32,1,0,0,0,0,0,0,0
859,2,142156280,1,6,63000,0,0,0,0,32,1,0,0,0,0,0,0,0
860,2,142158280,2,8,0,1058,2469,0,0,32,1,0,0,0,0,0,0,0
861,3,145162380,2,12,0,151,352,0,0,32,1,0,0,0,0,0,0,0
862,1,145158180,2,8,0,132,308,0,0,32,1,0,0,0,0,0,0,0
863,1,144156180,1,6,15750,0,0,0,0,32,1,0,0,0,0,0,0,0
864,1,142158200,2,8,0,1512,3528,0,0,32,1,0,0,0,0,0,0,0
865,1,144161180,2,11,0,567,1323,0,0,32,1,0,0,0,0,0,0,0
866,3,145156380,1,6,7875,0,0,0,0,32,1,0,0,0,0,0,0,0
867,1,145162180,2,12,0,151,352,0,0,32,1,0,0,0,0,0,0,0
868,3,144159380,2,9,0,226,529,0,0,32,1,0,0,0,0,0,0,0
869,1,143161180,2,11,0,1323,3087,0,0,32,1,0,0,0,0,0,0,0
870,2,144156280,1,6,15750,0,0,0,0,32,1,0,0,0,0,0,0,0
871,2,142160280,2,10,0,907,2116,0,0,32,1,0,0,0,0,0,0,0
872,1,144159180,2,9,0,226,529,0,0,32,1,0,0,0,0,0,0,0
873,3,142161390,2,11,0,2754,6426,0,0,32,1,0,0,0,0,0,0,0
874,1,142159150,2,9,0,518,1209,0,0,32,1,0,0,0,0,0,0,0
875,2,142161290,2,11,0,2754,6426,0,0,32,1,0,0,0,0,0,0,0
876,3,145151390,1,1,0,0,0,114,267,32,1,0,0,0,0,0,0,0
877,3,142162390,2,12,0,1468,3427,0,0,32,1,0,0,0,0,0,0,0
878,1,142159160,2,9,0,648,1512,0,0,32,1,0,0,0,0,0,0,0
879,3,142153390,1,3,45900,0,0,550,1285,32,1,0,0,0,0,0,0,0
880,1,145156190,1,6,9562,0,0,0,0,32,1,0,0,0,0,0,0,0
881,3,145158390,2,8,0,160,373,0,0,32,1,0,0,0,0,0,0,0
882,2,143158290,2,8,0,749,1748,0,0,32,1,0,0,0,0,0,0,0
883,1,144161190,2,11,0,688,1605,0,0,32,1,0,0,0,0,0,0,0
884,1,142159170,2,9,0,777,1814,0,0,32,1,0,0,0,0,0,0,0
885,3,143156390,1,6,44625,0,0,0,0,32,1,0,0,0,0,0,0,0
886,3,145159390,2,9,0,137,320,0,0,32,1,0,0,0,0,0,0,0
887,2,142162290,2,12,0,1468,3427,0,0,32,1,0,0,0,0,0,0,0
888,2,145156290,1,6,9562,0,0,0,0,32,1,0,0,0,0,0,0,0
889,1,143159190,2,9,0,642,1499,0,0,32,1,0,0,0,0,0,0,0
890,1,145158190,2,8,0,160,373,0,0,32,1,0,0,0,0,0,0,0
891,2,143151290,1,1,0,0,0,535,1248,32,1,0,0,0,0,0,0,0
892,1,143152190,1,2,53550,0,0,642,1499,32,1,0,0,0,0,0,0,0
893,3,145161390,2,11,0,343,802,0,0,32,1,0,0,0,0,0,0,0
894,1,143158190,2,8,0,749,1748,0,0,32,1,0,0,0,0,0,0,0
895,1,145160190,2,10,0,137,320,0,0,32,1,0,0,0,0,0,0,0
896,2,143152290,1,2,53550,0,0,642,1499,32,1,0,0,0,0,0,0,0
897,2,143161290,2,11,0,1606,3747,0,0,32,1,0,0,0,0,0,0,0
898,3,143162390,2,12,0,856,1999,0,0,32,1,0,0,0,0,0,0,0
899,2,144161290,2,11,0,688,1605,0,0,32,1,0,0,0,0,0,0,0
900,3,143153390,1,3,26775,0,0,321,749,32,1,0,0,0,0,0,0,0
901,3,142156390,1,6,76500,0,0,0,0,32,1,0,0,0,0,0,0,0
902,3,142159390,2,9,0,1101,2570,0,0,32,1,0,0,0,0,0,0,0
903,1,142159180,2,9,0,907,2116,0,0,32,1,0,0,0,0,0,0,0
904,3,143160390,2,10,0,642,1499,0,0,32,1,0,0,0,0,0,0,0
905,1,145159190,2,9,0,137,320,0,0,32,1,0,0,0,0,0,0,0
906,1,145153190,1,3,5737,0,0,68,159,32,1,0,0,0,0,0,0,0
907,2,143159290,2,9,0,642,1499,0,0,32,1,0,0,0,0,0,0,0
908,1,144155190,1,5,22950,0,0,0,0,32,1,0,0,0,0,0,0,0
909,3,144161390,2,11,0,688,1605,0,0,32,1,0,0,0,0,0,0,0
910,1,144160190,2,10,0,275,642,0,0,32,1,0,0,0,0,0,0,0
911,1,142159190,2,9,0,1101,2570,0,0,32,1,0,0,0,0,0,0,0
912,2,144151290,1,1,0,0,0,229,534,32,1,0,0,0,0,0,0,0
913,1,144152190,1,2,22950,0,0,275,642,32,1,0,0,0,0,0,0,0
914,3,144153390,1,3,11475,0,0,137,320,32,1,0,0,0,0,0,0,0
915,2,144155290,1,5,22950,0,0,0,0,32,1,0,0,0,0,0,0,0
916,3,142158390,2,8,0,1285,2998,0,0,32,1,0,0,0,0,0,0,0
917,3,143159390,2,9,0,642,1499,0,0,32,1,0,0,0,0,0,0,0
918,2,142151290,1,1,0,0,0,918,2142,32,1,0,0,0,0,0,0,0
919,2,142153290,1,3,45900,0,0,550,1285,32,1,0,0,0,0,0,0,0
920,2,144152290,1,2,22950,0,0,275,642,32,1,0,0,0,0,0,0,0
921,3,144160390,2,10,0,275,642,0,0,32,1,0,0,0,0,0,0,0
922,2,143156290,1,6,44625,0,0,0,0,32,1,0,0,0,0,0,0,0
923,1,144153190,1,3,11475,0,0,137,320,32,1,0,0,0,0,0,0,0
924,1,142159200,2,9,0,1296,3024,0,0,32,1,0,0,0,0,0,0,0
925,2,142159290,2,9,0,1101,2570,0,0,32,1,0,0,0,0,0,0,0
926,3,142160390,2,10,0,1101,2570,0,0,32,1,0,0,0,0,0,0,0
927,1,145152190,1,2,11475,0,0,137,320,32,1,0,0,0,0,0,0,0
928,3,144156390,1,6,19125,0,0,0,0,32,1,0,0,0,0,0,0,0
929,2,143155290,1,5,53550,0,0,0,0,32,1,0,0,0,0,0,0,0
930,1,145151190,1,1,0,0,0,114,267,32,1,0,0,0,0,0,0,0
931,3,143152390,1,2,53550,0,0,642,1499,32,1,0,0,0,0,0,0,0
932,3,145155390,1,5,11475,0,0,0,0,32,1,0,0,0,0,0,0,0
933,1,143155190,1,5,53550,0,0,0,0,32,1,0,0,0,0,0,0,0
934,3,142155390,1,5,91800,0,0,0,0,32,1,0,0,0,0,0,0,0
935,3,142152390,1,2,91800,0,0,1101,2570,32,1,0,0,0,0,0,0,0
936,3,145153390,1,3,5737,0,0,68,159,32,1,0,0,0,0,0,0,0
937,2,144160290,2,10,0,275,642,0,0,32,1,0,0,0,0,0,0,0
938,2,145152290,1,2,11475,0,0,137,320,32,1,0,0,0,0,0,0,0
939,3,145160390,2,10,0,137,320,0,0,32,1,0,0,0,0,0,0,0
940,2,145151290,1,1,0,0,0,114,267,32,1,0,0,0,0,0,0,0
941,1,143153190,1,3,26775,0,0,321,749,32,1,0,0,0,0,0,0,0
942,3,143151390,1,1,0,0,0,535,1248,32,1,0,0,0,0,0,0,0
943,1,142160150,2,10,0,518,1209,0,0,32,1,0,0,0,0,0,0,0
944,3,144151390,1,1,0,0,0,229,534,32,1,0,0,0,0,0,0,0
945,2,145159290,2,9,0,137,320,0,0,32,1,0,0,0,0,0,0,0
946,2,143153290,1,3,26775,0,0,321,749,32,1,0,0,0,0,0,0,0
947,2,144153290,1,3,11475,0,0,137,320,32,1,0,0,0,0,0,0,0
948,1,144151190,1,1,0,0,0,229,534,32,1,0,0,0,0,0,0,0
949,2,144158290,2,8,0,321,749,0,0,32,1,0,0,0,0,0,0,0
950,1,142160160,2,10,0,648,1512,0,0,32,1,0,0,0,0,0,0,0
951,3,144158390,2,8,0,321,749,0,0,32,1,0,0,0,0,0,0,0
952,3,142151390,1,1,0,0,0,918,2142,32,1,0,0,0,0,0,0,0
953,2,145162290,2,12,0,183,428,0,0,32,1,0,0,0,0,0,0,0
954,1,145155190,1,5,11475,0,0,0,0,32,1,0,0,0,0,0,0,0
955,2,143160290,2,10,0,642,1499,0,0,32,1,0,0,0,0,0,0,0
956,2,142152290,1,2,91800,0,0,1101,2570,32,1,0,0,0,0,0,0,0
957,1,142160170,2,10,0,777,1814,0,0,32,1,0,0,0,0,0,0,0
958,3,144162390,2,12,0,367,856,0,0,32,1,0,0,0,0,0,0,0
959,1,144158190,2,8,0,321,749,0,0,32,1,0,0,0,0,0,0,0
960,2,142156290,1,6,76500,0,0,0,0,32,1,0,0,0,0,0,0,0
961,1,143156190,1,6,44625,0,0,0,0,32,1,0,0,0,0,0,0,0
962,1,143151190,1,1,0,0,0,535,1248,32,1,0,0,0,0,0,0,0
963,1,144162190,2,12,0,367,856,0,0,32,1,0,0,0,0,0,0,0
964,2,144159290,2,9,0,275,642,0,0,32,1,0,0,0,0,0,0,0
965,2,145155290,1,5,11475,0,0,0,0,32,1,0,0,0,0,0,0,0
966,3,143155390,1,5,53550,0,0,0,0,32,1,0,0,0,0,0,0,0
967,2,145158290,2,8,0,160,373,0,0,32,1,0,0,0,0,0,0,0
968,1,142160180,2,10,0,907,2116,0,0,32,1,0,0,0,0,0,0,0
969,1,145161190,2,11,0,343,802,0,0,32,1,0,0,0,0,0,0,0
970,2,142158290,2,8,0,1285,2998,0,0,32,1,0,0,0,0,0,0,0
971,3,145152390,1,2,11475,0,0,137,320,32,1,0,0,0,0,0,0,0
972,2,142160290,2,10,0,1101,2570,0,0,32,1,0,0,0,0,0,0,0
973,1,142160190,2,10,0,1101,2570,0,0,32,1,0,0,0,0,0,0,0
974,2,142155290,1,5,91800,0,0,0,0,32,1,0,0,0,0,0,0,0
975,2,145161290,2,11,0,343,802,0,0,32,1,0,0,0,0,0,0,0
976,2,145160290,2,10,0,137,320,0,0,32,1,0,0,0,0,0,0,0
977,2,144162290,2,12,0,367,856,0,0,32,1,0,0,0,0,0,0,0
978,3,143161390,2,11,0,1606,3747,0,0,32,1,0,0,0,0,0,0,0
979,2,143162290,2,12,0,856,1999,0,0,32,1,0,0,0,0,0,0,0
980,1,143160190,2,10,0,642,1499,0,0,32,1,0,0,0,0,0,0,0
981,3,144155390,1,5,22950,0,0,0,0,32,1,0,0,0,0,0,0,0
982,3,145162390,2,12,0,183,428,0,0,32,1,0,0,0,0,0,0,0
983,1,144156190,1,6,19125,0,0,0,0,32,1,0,0,0,0,0,0,0
984,2,144156290,1,6,19125,0,0,0,0,32,1,0,0,0,0,0,0,0
985,1,145162190,2,12,0,183,428,0,0,32,1,0,0,0,0,0,0,0
986,3,145156390,1,6,9562,0,0,0,0,32,1,0,0,0,0,0,0,0
987,3,143158390,2,8,0,749,1748,0,0,32,1,0,0,0,0,0,0,0
988,1,142160200,2,10,0,1296,3024,0,0,32,1,0,0,0,0,0,0,0
989,1,143162190,2,12,0,856,1999,0,0,32,1,0,0,0,0,0,0,0
990,3,144159390,2,9,0,275,642,0,0,32,1,0,0,0,0,0,0,0
991,1,143161190,2,11,0,1606,3747,0,0,32,1,0,0,0,0,0,0,0
992,3,144152390,1,2,22950,0,0,275,642,32,1,0,0,0,0,0,0,0
993,1,144159190,2,9,0,275,642,0,0,32,1,0,0,0,0,0,0,0
994,2,145153290,1,3,5737,0,0,68,159,32,1,0,0,0,0,0,0,0
995,3,142161400,2,11,0,3240,7560,0,0,32,1,0,0,0,0,0,0,0
996,2,143155300,1,5,63000,0,0,0,0,32,1,0,0,0,0,0,0,0
997,1,142161150,2,11,0,1296,3024,0,0,32,1,0,0,0,0,0,0,0
998,2,142161300,2,11,0,3240,7560,0,0,32,1,0,0,0,0,0,0,0
999,3,142162400,2,12,0,1728,4032,0,0,32,1,0,0,0,0,0,0,0
1000,1,142161160,2,11,0,1620,3780,0,0,32,1,0,0,0,0,0,0,0
1001,3,142153400,1,3,54000,0,0,648,1512,32,1,0,0,0,0,0,0,0
1002,1,145156200,1,6,11250,0,0,0,0,32,1,0,0,0,0,0,0,0
1003,3,145158400,2,8,0,189,441,0,0,32,1,0,0,0,0,0,0,0
1004,3,144156400,1,6,22500,0,0,0,0,32,1,0,0,0,0,0,0,0
1005,2,143158300,2,8,0,882,2058,0,0,32,1,0,0,0,0,0,0,0
1006,1,144155200,1,5,27000,0,0,0,0,32,1,0,0,0,0,0,0,0
1007,1,142161170,2,11,0,1944,4536,0,0,32,1,0,0,0,0,0,0,0
1008,3,143156400,1,6,52500,0,0,0,0,32,1,0,0,0,0,0,0,0
1009,3,145159400,2,9,0,162,378,0,0,32,1,0,0,0,0,0,0,0
1010,3,142155400,1,5,108000,0,0,0,0,32,1,0,0,0,0,0,0,0
1011,2,142162300,2,12,0,1728,4032,0,0,32,1,0,0,0,0,0,0,0
1012,1,143152200,1,2,63000,0,0,756,1764,32,1,0,0,0,0,0,0,0
1013,3,145161400,2,11,0,405,945,0,0,32,1,0,0,0,0,0,0,0
1014,1,143158200,2,8,0,882,2058,0,0,32,1,0,0,0,0,0,0,0
1015,1,145160200,2,10,0,162,378,0,0,32,1,0,0,0,0,0,0,0
1016,2,143161300,2,11,0,1890,4410,0,0,32,1,0,0,0,0,0,0,0
1017,2,143162300,2,12,0,1008,2352,0,0,32,1,0,0,0,0,0,0,0
1018,3,143162400,2,12,0,1008,2352,0,0,32,1,0,0,0,0,0,0,0
1019,2,144161300,2,11,0,810,1890,0,0,32,1,0,0,0,0,0,0,0
1020,3,143153400,1,3,31500,0,0,378,882,32,1,0,0,0,0,0,0,0
1021,3,142156400,1,6,90000,0,0,0,0,32,1,0,0,0,0,0,0,0
1022,3,142159400,2,9,0,1296,3024,0,0,32,1,0,0,0,0,0,0,0
1023,1,142161180,2,11,0,2268,5292,0,0,32,1,0,0,0,0,0,0,0
